memberID,house,name,id,startDate,endDate,additionalInfo,additionalInfoLink
2665,2,Deputy Speaker (Lords),1093,2002-12-09T00:00:00,,,
2665,2,Deputy Chairman of Committees (Lords),1092,2002-05-02T00:00:00,,,
2684,2,Principal Deputy Chairman of Committees,955,1974-05-02T00:00:00,1974-11-06T00:00:00,,
2685,2,Co-Deputy Leader of the Liberal Democrat Peers,1107,2017-10-01T00:00:00,,,
2685,2,"Party Chair, Liberal Democrats",1098,2001-01-01T00:00:00,2004-12-31T00:00:00,,
2780,1,Leader of the  Social Democratic & Labour Party,786,1970-08-24T00:00:00,1979-11-22T00:00:00,,
2816,2,"Presiding Officer, National Assembly for Wales",812,1999-05-12T00:00:00,2011-05-06T00:00:00,,
2816,1,Leader of Plaid Cymru,784,1984-07-01T00:00:00,1991-07-01T00:00:00,,
2825,2,Principal Deputy Chairman of Committees,955,1982-11-03T00:00:00,1986-11-12T00:00:00,,
2830,1,Speaker of the House of Commons,817,1976-02-03T00:00:00,1983-06-09T00:00:00,,
2830,1,Deputy Speaker and Chairman of Ways and Means,760,1974-02-28T00:00:00,1976-02-03T00:00:00,,
2977,1,"Party Chair, Labour Party",808,1974-07-01T00:00:00,1975-07-01T00:00:00,,
2977,1,"Member, Labour Party National Executive Committee",803,1965-07-01T00:00:00,1980-07-01T00:00:00,,
2977,1,"Member, Labour Party National Executive Committee",803,1960-07-01T00:00:00,1964-07-01T00:00:00,,
2977,1,"Member, Labour Party National Executive Committee",803,1957-07-01T00:00:00,1958-07-01T00:00:00,,
3078,1,Leader of the Liberal Party,791,1976-05-12T00:00:00,1976-07-07T00:00:00,,
3078,1,Leader of the Liberal Party,791,1956-11-05T00:00:00,1967-01-17T00:00:00,,
3091,1,"Deputy Chair, Conservative Party",766,1975-07-01T00:00:00,1979-07-01T00:00:00,,
3121,2,Deputy Speaker (Lords),1093,2010-11-29T00:00:00,2018-10-31T00:00:00,,
3121,2,Deputy Chairman of Committees (Lords),1092,2010-10-13T00:00:00,2018-10-31T00:00:00,,
3128,2,Deputy Speaker (Lords),1093,1999-03-16T00:00:00,2021-08-15T00:00:00,,
3128,2,Deputy Chairman of Committees (Lords),1092,1998-12-07T00:00:00,2021-08-15T00:00:00,,
3163,2,Deputy Chairman of Committees (Lords),1092,2008-12-09T00:00:00,2010-11-01T00:00:00,,
3179,2,Deputy Speaker (Lords),1093,2002-12-09T00:00:00,,,
3179,2,Deputy Chairman of Committees (Lords),1092,2002-11-19T00:00:00,,,
3202,1,"Chair, Conservative Party 1922 Committee",757,1984-07-01T00:00:00,1992-04-09T00:00:00,,
3206,1,"Chair, Parliamentary Labour Party",758,1987-06-11T00:00:00,1992-04-09T00:00:00,,
3326,1,Father of the House of Commons,776,1983-06-09T00:00:00,1987-06-11T00:00:00,,
3326,1,Leader of the Labour Party,789,1976-04-05T00:00:00,1980-11-03T00:00:00,,
3326,1,"Party Chair, Labour Party",808,1973-07-01T00:00:00,1974-07-01T00:00:00,,
3326,1,"Treasurer, Labour Party",821,1967-07-01T00:00:00,1976-04-15T00:00:00,,
3326,1,"Member, Labour Party National Executive Committee",803,1957-08-01T00:00:00,1980-07-31T00:00:00,,
3329,2,Deputy Speaker (Lords),1093,1999-03-16T00:00:00,2023-08-27T00:00:00,,
3329,2,Deputy Chairman of Committees (Lords),1092,1993-04-29T00:00:00,2023-06-12T00:00:00,,
3385,2,Convenor of the Crossbench Peers,1076,1999-12-01T00:00:00,2004-09-06T00:00:00,,
3394,2,Deputy Speaker (Lords),1093,2008-12-18T00:00:00,2016-11-10T00:00:00,,
3394,2,Deputy Chairman of Committees (Lords),1092,2007-11-13T00:00:00,2016-11-10T00:00:00,,
3397,2,Lord Great Chamberlain,1082,1990-05-08T00:00:00,2022-09-08T00:00:00,,
3474,2,Deputy Speaker (Lords),1093,2008-12-18T00:00:00,2014-10-14T00:00:00,,
3474,2,Deputy Chairman of Committees (Lords),1092,2007-10-08T00:00:00,2014-10-14T00:00:00,,
3478,2,Deputy Chairman of Committees (Lords),1092,2020-04-21T00:00:00,2021-07-22T00:00:00,,
3493,2,Deputy Speaker (Lords),1093,2002-12-09T00:00:00,2012-05-01T00:00:00,,
3493,2,"Chairman of Committees, House of Lords",801,2002-11-13T00:00:00,2012-05-08T00:00:00,,
3493,2,Principal Deputy Chairman of Committees,955,2001-03-29T00:00:00,2002-11-07T00:00:00,,
3497,1,Father of the House of Commons,776,1987-06-11T00:00:00,1992-06-01T00:00:00,,
3504,2,Deputy Speaker (Lords),1093,2008-12-18T00:00:00,2018-01-24T00:00:00,,
3504,2,Deputy Chairman of Committees (Lords),1092,2008-10-07T00:00:00,2018-01-24T00:00:00,,
3573,2,Deputy Speaker (Lords),1093,2002-12-09T00:00:00,2019-07-22T00:00:00,,
3573,2,Deputy Chairman of Committees (Lords),1092,2002-05-02T00:00:00,2012-02-29T00:00:00,,
3592,2,Principal Deputy Chairman of Committees,955,2002-11-13T00:00:00,2010-06-01T00:00:00,,
3609,2,Deputy Speaker (Lords),1093,2018-03-05T00:00:00,,,
3609,2,Deputy Chairman of Committees (Lords),1092,2017-11-06T00:00:00,,,
3641,2,Convenor of the Lords Spiritual,1099,2009-11-01T00:00:00,2015-05-18T00:00:00,,
3679,2,Deputy Speaker (Lords),1093,2018-03-05T00:00:00,,,
3679,2,Deputy Chairman of Committees (Lords),1092,2015-07-08T00:00:00,,,
3681,2,Deputy Speaker (Lords),1093,2010-11-29T00:00:00,,,
3681,2,Deputy Chairman of Committees (Lords),1092,2010-06-02T00:00:00,,,
