memberID,house,name,id,startDate,endDate,additionalInfo,additionalInfoLink
1051,1.0,Parliamentary Under-Secretary (Scottish Office),360,1974-03-11T00:00:00,1975-07-22T00:00:00,Scottish Office,
1053,1.0,Assistant Whip (HM Treasury),351,1973-10-30T00:00:00,1974-03-04T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
1054,1.0,"Vice Chamberlain (HM Household) (Whip, House of Commons)",753,1988-12-20T00:00:00,1990-07-24T00:00:00,HM Household,
1054,1.0,Lord Commissioner (HM Treasury) (Whip),350,1986-10-16T00:00:00,1988-12-19T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
1054,1.0,Assistant Whip (HM Treasury),351,1984-10-03T00:00:00,1986-10-16T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
1055,1.0,Parliamentary Under-Secretary (Ministry of Defence) (Army),554,1974-10-18T00:00:00,1979-05-04T00:00:00,Ministry of Defence,https://www.gov.uk/government/organisations/ministry-of-defence
1055,1.0,Parliamentary Under-Secretary (Department of Health and Social Security),406,1974-03-08T00:00:00,1974-10-18T00:00:00,Department of Health and Social Security,
1055,1.0,Parliamentary Secretary (Ministry of Transport),347,1968-04-06T00:00:00,1970-06-19T00:00:00,Ministry of Transport,
1058,1.0,Secretary of State for Wales,741,1979-05-05T00:00:00,1987-06-12T00:00:00,Welsh Office,
1061,1.0,Assistant Whip (HM Treasury),351,1966-01-01T00:00:00,1967-01-01T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
1062,1.0,Secretary of State for Northern Ireland,721,1976-09-09T00:00:00,1979-09-09T00:00:00,Northern Ireland Office,https://www.gov.uk/government/organisations/northern-ireland-office
1062,1.0,Secretary of State for Defence,691,1974-03-05T00:00:00,1976-09-09T00:00:00,Ministry of Defence,https://www.gov.uk/government/organisations/ministry-of-defence
1062,1.0,President of the Board of Trade,656,1969-10-06T00:00:00,1970-06-20T00:00:00,Board of Trade,
1062,1.0,Minister (Ministry of Power),204,1968-06-02T00:00:00,1969-10-06T00:00:00,Ministry of Power,
1062,1.0,Postmaster General (Post Office),376,1968-04-01T00:00:00,1968-06-01T00:00:00,Post Office,
1062,1.0,Minister of State (Ministry of Defence) (Defence Equipment),245,1967-01-07T00:00:00,1968-04-05T00:00:00,Ministry of Defence,https://www.gov.uk/government/organisations/ministry-of-defence
1062,1.0,Minister of State (Board of Trade) (Shipping),307,1964-01-01T00:00:00,1967-01-01T00:00:00,Board of Trade,
1067,1.0,Financial Secretary (HM Treasury),348,1972-04-07T00:00:00,1974-03-04T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
1067,1.0,Minister of State (HM Treasury),400,1970-06-23T00:00:00,1972-04-07T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
1068,1.0,Lord Commissioner (HM Treasury) (Whip),350,1976-04-14T00:00:00,1979-05-04T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
1071,1.0,Parliamentary Under-Secretary (Welsh Office),382,1975-06-12T00:00:00,1979-05-04T00:00:00,Welsh Office,
1071,1.0,Parliamentary Under-Secretary (Department of Health and Social Security),406,1974-10-18T00:00:00,1975-07-12T00:00:00,Department of Health and Social Security,
1072,1.0,Treasurer of HM Household (Deputy Chief Whip),750,1974-02-28T00:00:00,1979-05-03T00:00:00,HM Household,
1072,1.0,Lord Commissioner (HM Treasury) (Whip),350,1968-01-01T00:00:00,1970-01-01T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
1072,1.0,Assistant Whip (HM Treasury),351,1966-01-01T00:00:00,1968-01-01T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
1073,1.0,Assistant Whip (HM Treasury),351,1974-06-22T00:00:00,1975-01-23T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
1082,1.0,Assistant Whip (HM Treasury),351,1978-10-31T00:00:00,1979-05-04T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
1083,1.0,Deputy Chief Whip and Treasurer,48,1983-02-17T00:00:00,1983-06-10T00:00:00,HM Household,
1083,1.0,Comptroller (HM Household),352,1981-09-30T00:00:00,1983-02-16T00:00:00,HM Household,
1083,1.0,Vice-Chamberlain (HM Household),379,1979-05-07T00:00:00,1981-09-29T00:00:00,HM Household,
1085,1.0,Parliamentary Under-Secretary (Home Office),366,1994-07-20T00:00:00,1995-10-18T00:00:00,Home Office,https://www.gov.uk/government/organisations/home-office
1085,1.0,Lord Commissioner (HM Treasury) (Whip),350,1990-12-03T00:00:00,1994-07-20T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
1085,1.0,Assistant Whip (HM Treasury),351,1989-11-02T00:00:00,1990-11-28T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
1088,1.0,Minister of State (Foreign and Commonwealth Office),424,1995-07-06T00:00:00,1997-05-02T00:00:00,Foreign and Commonwealth Office,https://www.gov.uk/government/organisations/foreign-commonwealth-office
1089,1.0,Parliamentary Under-Secretary (Welsh Office),382,1990-12-03T00:00:00,1992-07-20T00:00:00,Welsh Office,
1091,2.0,Minister of State (Department for International Development),496,2016-10-14T00:00:00,2019-04-23T00:00:00,Department for International Development,http://www.dfid.gov.uk
1091,2.0,Minister of State (Home Office),417,2015-05-12T00:00:00,2016-03-31T00:00:00,Home Office,https://www.gov.uk/government/organisations/home-office
1091,2.0,Parliamentary Under-Secretary (Home Office),366,2014-08-06T00:00:00,2015-05-07T00:00:00,Home Office,https://www.gov.uk/government/organisations/home-office
1091,2.0,Lord in Waiting (HM Household) (Whip),72,2013-10-07T00:00:00,2014-08-06T00:00:00,HM Household,
1091,2.0,Lords Spokesperson (Department for Work and Pensions),1100,2013-10-07T00:00:00,2014-08-06T00:00:00,Department for Work and Pensions,https://www.gov.uk/government/organisations/department-for-work-pensions
1091,1.0,Paymaster General (HM Treasury),396,1996-12-16T00:00:00,1997-05-01T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
1091,1.0,Lord Commissioner (HM Treasury) (Whip),350,1995-01-01T00:00:00,1996-01-01T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
1091,1.0,Assistant Whip (HM Treasury),351,1994-07-20T00:00:00,1995-01-01T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
1093,1.0,Minister of State (Ministry of Defence) (Procurement),246,1984-09-11T00:00:00,1985-09-01T00:00:00,Ministry of Defence,https://www.gov.uk/government/organisations/ministry-of-defence
1093,1.0,Minister of State (Northern Ireland Office),205,1981-01-05T00:00:00,1984-09-11T00:00:00,Northern Ireland Office,https://www.gov.uk/government/organisations/northern-ireland-office
1093,1.0,Minister of State (Department of Industry),428,1979-05-06T00:00:00,1981-01-05T00:00:00,Department of Industry,
1093,1.0,Assistant Whip (HM Treasury),351,1974-01-08T00:00:00,1974-03-04T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
1094,1.0,Parliamentary Secretary (Law Officers),437,1974-07-26T00:00:00,1979-05-07T00:00:00,Law Officers,http://www.attorneygeneral.gov.uk/
1096,1.0,Parliamentary Secretary (Department of Health and Social Security),408,1970-06-24T00:00:00,1974-03-04T00:00:00,Department of Health and Social Security,
1097,1.0,Secretary of State for Environment,731,1983-06-11T00:00:00,1985-09-01T00:00:00,Department for the Environment,
1097,1.0,Secretary of State for Industry,714,1981-09-14T00:00:00,1983-06-12T00:00:00,Department of Industry,
1097,1.0,Secretary of State for Health and Social Security,713,1979-05-05T00:00:00,1981-09-13T00:00:00,Department of Health and Social Security,
1097,1.0,Minister of State (Department of Energy),427,1974-01-01T00:00:00,1974-02-28T00:00:00,Department of Energy,
1097,1.0,Chief Secretary to the Treasury,36,1972-04-07T00:00:00,1974-01-07T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
1097,1.0,Financial Secretary (HM Treasury),348,1970-01-01T00:00:00,1972-01-01T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
1098,1.0,Parliamentary Under-Secretary (Department of Environment) (Sport),620,1970-10-15T00:00:00,1974-03-06T00:00:00,Department for the Environment,
1098,1.0,Parliamentary Under-Secretary (Ministry of Housing and Local Government) (Sport),619,1970-06-24T00:00:00,1970-10-14T00:00:00,Ministry of Housing and Local Government,
1103,1.0,Parliamentary Under-Secretary (Scottish Office),360,1974-10-18T00:00:00,1979-05-04T00:00:00,Scottish Office,
1104,1.0,Secretary of State for Northern Ireland,721,1981-09-14T00:00:00,1984-09-10T00:00:00,Northern Ireland Office,https://www.gov.uk/government/organisations/northern-ireland-office
1104,1.0,Secretary of State for Employment,700,1979-05-05T00:00:00,1981-09-13T00:00:00,Department of Employment,
1104,1.0,Lord President of the Council and Leader of the House Lords (Privy Council Office),94,1972-11-05T00:00:00,1974-03-04T00:00:00,Privy Council Office,http://privycouncil.independent.gov.uk/
1104,1.0,"Secretary of State for Agriculture, Fisheries and Food",676,1970-06-20T00:00:00,1972-11-04T00:00:00,"Ministry of Agriculture, Fisheries and Food",
1106,1.0,Parliamentary Under-Secretary (Department of Employment),415,1976-04-14T00:00:00,1979-05-04T00:00:00,Department of Employment,
1106,1.0,Lord Commissioner (HM Treasury) (Whip),350,1974-03-08T00:00:00,1974-10-18T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
1107,1.0,Assistant Whip (HM Treasury),351,1978-07-06T00:00:00,1979-05-04T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
1109,1.0,Vice-Chamberlain (HM Household),379,1973-12-02T00:00:00,1974-02-28T00:00:00,HM Household,
1109,1.0,Lord Commissioner (HM Treasury) (Whip),350,1971-01-05T00:00:00,1973-12-02T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
1109,1.0,Assistant Whip (HM Treasury),351,1970-06-29T00:00:00,1971-01-05T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
1111,1.0,Parliamentary Under-Secretary (Ministry of Defence) (Royal Navy),604,1972-11-06T00:00:00,1974-03-04T00:00:00,Ministry of Defence,https://www.gov.uk/government/organisations/ministry-of-defence
1114,1.0,Minister of State (Department of Trade and Industry),413,1995-07-06T00:00:00,1997-05-01T00:00:00,Department of Trade and Industry,http://www.dti.gov.uk
1114,1.0,Minister of State (HM Treasury),400,1994-07-20T00:00:00,1995-07-06T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
1114,1.0,Economic Secretary (HM Treasury),346,1992-04-14T00:00:00,1994-07-20T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
1115,1.0,Minister of State (Department of Environment),410,1970-10-15T00:00:00,1974-03-05T00:00:00,Department for the Environment,
1115,1.0,Minister of State (Ministry of Housing and Local Government),388,1970-06-20T00:00:00,1970-10-15T00:00:00,Ministry of Housing and Local Government,
1116,2.0,Minister of State (Department of Trade and Industry),413,1997-05-01T00:00:00,1998-01-01T00:00:00,Department of Trade and Industry,http://www.dti.gov.uk
1116,1.0,Parliamentary Under-Secretary (Department of Trade),435,1974-03-08T00:00:00,1979-05-04T00:00:00,Department of Trade,
1117,1.0,Parliamentary Secretary (Ministry of Transport),347,1963-01-01T00:00:00,1964-01-01T00:00:00,Ministry of Transport,
1117,1.0,Parliamentary Under-Secretary (Scottish Office),360,1959-01-01T00:00:00,1962-01-01T00:00:00,Scottish Office,
1117,1.0,Civil Lord of the Admiralty,42,1957-01-01T00:00:00,1959-01-01T00:00:00,No Department,
1117,1.0,Deputy Chief Whip and Treasurer,48,1955-01-01T00:00:00,1957-01-01T00:00:00,HM Household,
1117,1.0,Comptroller (HM Household),352,1954-01-01T00:00:00,1955-01-01T00:00:00,HM Household,
1117,1.0,Lord Commissioner (HM Treasury) (Whip),350,1951-01-01T00:00:00,1954-01-01T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
1121,1.0,Assistant Whip (HM Treasury),351,1993-05-27T00:00:00,1994-05-07T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
1123,1.0,Parliamentary Under-Secretary (Department of Education and Science),402,1988-07-26T00:00:00,1989-07-24T00:00:00,Department of Education and Science,
1123,1.0,Parliamentary Under-Secretary (Department of Trade and Industry),411,1983-06-14T00:00:00,1988-07-26T00:00:00,Department of Trade and Industry,http://www.dti.gov.uk
1123,1.0,Parliamentary Under-Secretary (Department of Industry),412,1982-04-06T00:00:00,1983-06-14T00:00:00,Department of Industry,
1124,2.0,Lord Privy Seal and Leader of the House of Lords,103,1994-07-20T00:00:00,1997-05-01T00:00:00,Office of the Leader of the House of Lords,http://www.cabinetoffice.gov.uk/content/office-leader-house-lords
1124,,Parliamentary Under-Secretary (Ministry of Defence),416,1992-04-22T00:00:00,1994-07-20T00:00:00,Ministry of Defence,https://www.gov.uk/government/organisations/ministry-of-defence
1128,2.0,Minister of State (Department of Energy),427,1996-01-01T00:00:00,1997-01-01T00:00:00,Department of Energy,
1128,2.0,Minister of State (Department of Trade and Industry),413,1995-07-06T00:00:00,1997-05-02T00:00:00,Department of Trade and Industry,http://www.dti.gov.uk
1128,2.0,Minister of State (Scottish Office),387,1992-04-14T00:00:00,1995-07-06T00:00:00,Scottish Office,
1128,,Lord Advocate (Law Officers),453,1989-01-04T00:00:00,1992-04-13T00:00:00,Law Officers,http://www.attorneygeneral.gov.uk/
1128,1.0,Solicitor-General Scotland,748,1982-01-28T00:00:00,1989-01-03T00:00:00,Law Officers,http://www.attorneygeneral.gov.uk/
1132,1.0,Parliamentary Under-Secretary (Department of Employment),415,1986-09-10T00:00:00,1989-07-26T00:00:00,Department of Employment,
1132,1.0,Parliamentary Under-Secretary (Ministry of Defence) (Procurement),573,1983-10-18T00:00:00,1986-09-09T00:00:00,Ministry of Defence,https://www.gov.uk/government/organisations/ministry-of-defence
1133,,Minister of State (Ministry of Social Security),391,1994-07-20T00:00:00,1997-05-01T00:00:00,Ministry of Social Security,
1133,,Parliamentary Under-Secretary (Department for Transport),459,1994-01-11T00:00:00,1994-07-20T00:00:00,Department for Transport,https://www.gov.uk/government/organisations/department-for-transport
1133,,Government Whip (House of Lords),71,1993-10-15T00:00:00,1994-01-11T00:00:00,Whips Office,
1133,1.0,Parliamentary Under-Secretary (Scottish Office),360,1982-04-06T00:00:00,1987-06-14T00:00:00,Scottish Office,
1134,1.0,Secretary of State for National Heritage,720,1992-04-11T00:00:00,1992-09-24T00:00:00,Department of National Heritage,
1134,1.0,Chief Secretary to the Treasury,36,1990-11-28T00:00:00,1992-04-09T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
1134,1.0,Minister (Privy Council Office) (Arts),158,1990-07-23T00:00:00,1990-11-28T00:00:00,Privy Council Office,http://privycouncil.independent.gov.uk/
1134,1.0,Minister of State (Home Office),401,1989-10-27T00:00:00,1990-07-22T00:00:00,Home Office,https://www.gov.uk/government/organisations/home-office
1134,1.0,Minister of State (Department of Health and Social Security) (Health),126,1988-07-25T00:00:00,1989-07-24T00:00:00,Department of Health and Social Security,
1134,1.0,Minister of State (Foreign and Commonwealth Office),424,1987-06-13T00:00:00,1988-07-26T00:00:00,Foreign and Commonwealth Office,https://www.gov.uk/government/organisations/foreign-commonwealth-office
1134,1.0,Minister of State (Home Office),401,1986-09-10T00:00:00,1987-06-13T00:00:00,Home Office,https://www.gov.uk/government/organisations/home-office
1134,1.0,Parliamentary Under-Secretary (Home Office),366,1983-01-06T00:00:00,1986-09-10T00:00:00,Home Office,https://www.gov.uk/government/organisations/home-office
1134,1.0,Parliamentary Under-Secretary (Department of Energy),429,1981-09-15T00:00:00,1983-01-06T00:00:00,Department of Energy,
1136,1.0,Chancellor of the Duchy of Lancaster,27,1990-11-28T00:00:00,1992-04-09T00:00:00,Duchy of Lancaster Office,
1136,1.0,Secretary of State for Environment,731,1989-07-24T00:00:00,1990-11-28T00:00:00,Department for the Environment,
1136,1.0,Minister of State (Foreign and Commonwealth Office) (Overseas Development),287,1986-09-10T00:00:00,1989-07-23T00:00:00,Foreign and Commonwealth Office,https://www.gov.uk/government/organisations/foreign-commonwealth-office
1136,1.0,Minister of State (Department of Education and Science),377,1985-09-05T00:00:00,1986-09-10T00:00:00,Department of Education and Science,
1136,1.0,Parliamentary Under-Secretary (Northern Ireland Office),420,1983-06-14T00:00:00,1985-09-02T00:00:00,Northern Ireland Office,https://www.gov.uk/government/organisations/northern-ireland-office
1137,1.0,Secretary of State for Education and Science,695,1992-04-10T00:00:00,1994-07-20T00:00:00,Department of Education and Science,
1137,1.0,Minister of State (Home Office),401,1987-06-13T00:00:00,1992-04-09T00:00:00,Home Office,https://www.gov.uk/government/organisations/home-office
1137,1.0,Minister of State (Department of Environment) (Housing),268,1985-09-02T00:00:00,1987-06-12T00:00:00,Department for the Environment,
1137,1.0,Parliamentary Under-Secretary (Department of Health and Social Security),406,1983-06-14T00:00:00,1985-09-02T00:00:00,Department of Health and Social Security,
1137,1.0,Parliamentary Under-Secretary (Northern Ireland Office),420,1981-01-05T00:00:00,1983-06-13T00:00:00,Northern Ireland Office,https://www.gov.uk/government/organisations/northern-ireland-office
1140,1.0,Parliamentary Under-Secretary (Department of Health),447,1988-07-25T00:00:00,1988-12-16T00:00:00,Department of Health,http://www.dh.gov.uk
1140,1.0,Parliamentary Under-Secretary (Department of Health and Social Security),406,1986-09-10T00:00:00,1988-07-25T00:00:00,Department of Health and Social Security,
1141,1.0,Secretary of State for Scottish Office,725,1995-07-05T00:00:00,1997-05-01T00:00:00,Scottish Office,
1141,1.0,Minister of State (Home Office),401,1994-07-20T00:00:00,1995-07-05T00:00:00,Home Office,https://www.gov.uk/government/organisations/home-office
1141,1.0,Minister of State (Department of Employment),414,1992-04-14T00:00:00,1994-07-19T00:00:00,Department of Employment,
1141,1.0,Minister of State (Scottish Office),387,1990-09-07T00:00:00,1992-04-13T00:00:00,Scottish Office,
1141,1.0,Parliamentary Under-Secretary (Scottish Office),360,1987-06-13T00:00:00,1990-09-07T00:00:00,Scottish Office,
1147,1.0,Parliamentary Under-Secretary (Welsh Office),382,1992-04-14T00:00:00,1997-05-02T00:00:00,Welsh Office,
1148,1.0,Minister (Department of Environment) (Construction),109,1995-07-06T00:00:00,1997-05-06T00:00:00,Department for the Environment,
1148,1.0,Parliamentary Under-Secretary (Department of Environment),409,1994-07-20T00:00:00,1995-07-06T00:00:00,Department for the Environment,
1154,1.0,Parliamentary Under-Secretary (Welsh Office),382,1985-10-03T00:00:00,1987-06-15T00:00:00,Welsh Office,
1155,1.0,Solicitor-General,747,1992-04-14T00:00:00,1997-05-01T00:00:00,Law Officers,http://www.attorneygeneral.gov.uk/
1156,1.0,"Comptroller (HM Household) (Deputy Chief Whip, House of Commons)",44,1995-07-07T00:00:00,1997-05-01T00:00:00,HM Household,
1156,1.0,Lord Commissioner (HM Treasury) (Whip),350,1992-04-15T00:00:00,1995-07-06T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
1156,1.0,Assistant Whip (HM Treasury),351,1990-05-10T00:00:00,1992-04-14T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
1166,1.0,Parliamentary Under-Secretary (Welsh Office),382,1996-06-02T00:00:00,1997-05-01T00:00:00,Welsh Office,
1166,1.0,Parliamentary Under-Secretary (Lord Chancellor's Department),471,1995-11-29T00:00:00,1996-06-02T00:00:00,Lord Chancellor's Department,http://www.lcd.gov.uk
1166,1.0,Parliamentary Under-Secretary (Department of Trade and Industry),411,1994-10-27T00:00:00,1995-05-02T00:00:00,Department of Trade and Industry,http://www.dti.gov.uk
1167,1.0,Economic Secretary (HM Treasury),346,1995-07-06T00:00:00,1997-05-01T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
1168,1.0,Parliamentary Under-Secretary (Scottish Office),360,1995-02-08T00:00:00,1997-05-02T00:00:00,Scottish Office,
1170,1.0,Minister of State (Department for Education) (Children and Families),946,2010-05-13T00:00:00,2012-09-06T00:00:00,Department for Education,http://www.education.gov.uk/
1171,1.0,Chief Secretary to the Treasury,36,2009-06-06T00:00:00,2010-05-06T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
1171,1.0,Minister for the Cabinet Office and Chancellor of the Duchy of Lancaster,162,2008-10-03T00:00:00,2009-06-05T00:00:00,Cabinet Office,https://www.gov.uk/government/organisations/cabinet-office
1171,1.0,Minister of State (HM Treasury) (also in the Home Office),333,2008-01-25T00:00:00,2008-10-03T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
1171,1.0,Minister of State (Regional Affairs) (West Midlands),178,2007-06-29T00:00:00,2008-10-06T00:00:00,Regional Affairs,
1171,1.0,Minister of State (Home Office) (Borders and Immigration),226,2007-06-28T00:00:00,2008-10-03T00:00:00,Home Office,https://www.gov.uk/government/organisations/home-office
1171,1.0,Minister of State (Home Office) (Immigration and Asylum),271,2007-05-09T00:00:00,2007-06-28T00:00:00,Home Office,https://www.gov.uk/government/organisations/home-office
1171,1.0,"Minister of State (Home Office) (Immigration, Citizenship and Nationality)",272,2006-05-22T00:00:00,2007-05-08T00:00:00,Home Office,https://www.gov.uk/government/organisations/home-office
1171,1.0,Minister of State (Home Office),401,2006-05-05T00:00:00,2006-05-22T00:00:00,Home Office,https://www.gov.uk/government/organisations/home-office
1171,1.0,Parliamentary Under-Secretary (Department of Health) (Care Services),558,2005-05-10T00:00:00,2006-05-05T00:00:00,Department of Health,http://www.dh.gov.uk
1174,1.0,Parliamentary Under-Secretary (Dominions Office),344,1945-08-01T00:00:00,1946-05-01T00:00:00,Dominions Office,
1176,1.0,Assistant Whip (HM Treasury),351,1974-03-14T00:00:00,1976-02-05T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
1178,1.0,Minister of State (Foreign and Commonwealth Office) (Overseas Development),287,1979-10-08T00:00:00,1983-01-05T00:00:00,Foreign and Commonwealth Office,https://www.gov.uk/government/organisations/foreign-commonwealth-office
1178,1.0,Parliamentary Secretary (Ministry of Aviation),361,1962-12-01T00:00:00,1964-10-15T00:00:00,Ministry of Aviation,
1182,1.0,Parliamentary Under-Secretary (Ministry of Defence) (Air Force),631,1976-04-14T00:00:00,1979-05-04T00:00:00,Ministry of Defence,https://www.gov.uk/government/organisations/ministry-of-defence
1184,1.0,Minister of State (Department for Transport),1126,1986-01-23T00:00:00,1988-07-25T00:00:00,Department for Transport,https://www.gov.uk/government/organisations/department-for-transport
1184,1.0,Parliamentary Under-Secretary (Department for Transport),1120,1983-06-11T00:00:00,1986-01-23T00:00:00,Department for Transport,https://www.gov.uk/government/organisations/department-for-transport
1184,1.0,Parliamentary Under-Secretary (Northern Ireland Office),420,1981-01-05T00:00:00,1983-06-13T00:00:00,Northern Ireland Office,https://www.gov.uk/government/organisations/northern-ireland-office
1184,1.0,Parliamentary Under-Secretary (Department of Industry),412,1979-05-06T00:00:00,1981-01-05T00:00:00,Department of Industry,
1190,1.0,Minister of State (Department of National Heritage),469,1995-07-06T00:00:00,1997-05-01T00:00:00,Department of National Heritage,
1190,1.0,Parliamentary Under-Secretary (Department of National Heritage),456,1993-05-27T00:00:00,1995-07-06T00:00:00,Department of National Heritage,
1190,1.0,Parliamentary Under-Secretary (Department of Trade),435,1981-09-15T00:00:00,1983-06-12T00:00:00,Department of Trade,
1191,1.0,Foreign Secretary,69,1995-07-05T00:00:00,1997-05-01T00:00:00,Foreign and Commonwealth Office,https://www.gov.uk/government/organisations/foreign-commonwealth-office
1191,1.0,Secretary of State for Defence,691,1992-04-10T00:00:00,1995-07-04T00:00:00,Ministry of Defence,https://www.gov.uk/government/organisations/ministry-of-defence
1191,1.0,Secretary of State for Transport,739,1990-11-28T00:00:00,1992-04-10T00:00:00,Department for Transport,https://www.gov.uk/government/organisations/department-for-transport
1191,1.0,Secretary of State for Scottish Office,725,1986-01-11T00:00:00,1990-11-28T00:00:00,Scottish Office,
1191,1.0,Minister of State (Foreign and Commonwealth Office),424,1983-06-13T00:00:00,1986-01-11T00:00:00,Foreign and Commonwealth Office,https://www.gov.uk/government/organisations/foreign-commonwealth-office
1191,1.0,Parliamentary Under-Secretary (Foreign and Commonwealth Office) (Overseas Development),605,1982-04-06T00:00:00,1983-06-12T00:00:00,Foreign and Commonwealth Office,https://www.gov.uk/government/organisations/foreign-commonwealth-office
1191,1.0,Parliamentary Under-Secretary (Scottish Office),360,1979-05-07T00:00:00,1982-04-06T00:00:00,Scottish Office,
1194,1.0,Parliamentary Under-Secretary (Department of Education and Science),402,1983-06-13T00:00:00,1988-07-26T00:00:00,Department of Education and Science,
1195,1.0,Parliamentary Under-Secretary (Department for Education and Employment),467,1995-07-05T00:00:00,1997-05-02T00:00:00,Department for Education and Employment,
1195,1.0,Parliamentary Under-Secretary (Department of Education and Science),402,1993-05-27T00:00:00,1995-07-05T00:00:00,Department of Education and Science,
1195,1.0,Parliamentary Under-Secretary (Department of Environment),409,1992-04-15T00:00:00,1993-05-27T00:00:00,Department for the Environment,
1198,1.0,Lord Commissioner (HM Treasury) (Whip),350,2022-09-07T00:00:00,2022-10-27T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
1198,1.0,Assistant Whip,1206,2022-07-08T00:00:00,2022-09-07T00:00:00,Whips Office (Commons),
1198,1.0,"Parliamentary Under-Secretary (Department for Culture, Media and Sport)",921,2016-01-01T00:00:00,2016-07-17T00:00:00,"Department for Culture, Media and Sport",https://www.gov.uk/government/organisations/department-for-culture-media-sport
1198,1.0,Lord Commissioner (HM Treasury) (Whip),350,2012-09-06T00:00:00,2018-01-09T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
1200,1.0,"Vice Chamberlain (HM Household) (Whip, House of Commons)",753,2012-09-06T00:00:00,2013-10-07T00:00:00,HM Household,
1200,1.0,Minister of State (Energy and Industry),121,1996-07-05T00:00:00,1997-05-01T00:00:00,Department of Trade and Industry,http://www.dti.gov.uk
1200,1.0,Deputy Chief Whip and Treasurer,48,1993-06-07T00:00:00,1996-07-22T00:00:00,HM Household,
1200,1.0,Lord Commissioner (HM Treasury) (Whip),350,1990-11-28T00:00:00,1993-05-27T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
1200,1.0,Assistant Whip (HM Treasury),351,1989-07-28T00:00:00,1990-07-25T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
1201,1.0,Minister of State (Department for International Development) (Joint with the Foreign and Commonwealth Office),1199,2017-06-13T00:00:00,2019-03-25T00:00:00,Department for International Development,http://www.dfid.gov.uk
1201,1.0,Minister of State (Foreign and Commonwealth Office) (Joint with the Department for International Development),1200,2017-06-13T00:00:00,2019-03-25T00:00:00,Foreign and Commonwealth Office,https://www.gov.uk/government/organisations/foreign-commonwealth-office
1201,1.0,Minister of State (Department of Health),230,2015-05-08T00:00:00,2016-07-13T00:00:00,Department of Health,http://www.dh.gov.uk
1201,1.0,Parliamentary Under-Secretary (Foreign and Commonwealth Office),941,2010-05-17T00:00:00,2013-10-07T00:00:00,Foreign and Commonwealth Office,https://www.gov.uk/government/organisations/foreign-commonwealth-office
1201,1.0,Minister (Department of Social Security) (Disabled),166,1995-07-06T00:00:00,1997-05-02T00:00:00,Department of Social Security,
1201,1.0,Parliamentary Under-Secretary (Department of Social Security),451,1992-04-14T00:00:00,1995-07-06T00:00:00,Department of Social Security,
1202,1.0,"Vice Chamberlain (HM Household) (Whip, House of Commons)",753,1996-07-23T00:00:00,1997-05-01T00:00:00,HM Household,
1202,1.0,Lord Commissioner (HM Treasury) (Whip),350,1994-07-20T00:00:00,1996-07-23T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
