memberID,house,name,id,startDate,endDate,additionalInfo,additionalInfoLink
3,1.0,Assistant Whip (HM Treasury),351,2003-06-13T00:00:00,2005-05-10T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
5,1.0,Attorney General (Law Officers),433,1992-04-10T00:00:00,1997-05-01T00:00:00,Law Officers,http://www.attorneygeneral.gov.uk/
5,1.0,Solicitor General (Law Officers),434,1987-06-15T00:00:00,1992-04-10T00:00:00,Law Officers,http://www.attorneygeneral.gov.uk/
5,1.0,Parliamentary Under-Secretary (Department of Health and Social Security),406,1986-09-10T00:00:00,1987-06-13T00:00:00,Department of Health and Social Security,
7,1.0,Deputy Chief Whip and Treasurer,48,1996-07-23T00:00:00,1997-05-01T00:00:00,HM Household,
7,1.0,Vice-Chamberlain (HM Household),379,1995-10-18T00:00:00,1996-07-22T00:00:00,HM Household,
7,1.0,Lord Commissioner (HM Treasury) (Whip),350,1993-05-27T00:00:00,1995-10-18T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
7,1.0,Assistant Whip (HM Treasury),351,1992-04-15T00:00:00,1993-05-27T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
8,1.0,"Prime Minister, First Lord of the Treasury and Minister for the Civil Service",661,2016-07-13T00:00:00,2019-07-24T00:00:00,Cabinet Office,https://www.gov.uk/government/organisations/cabinet-office
8,1.0,Home Secretary,74,2010-05-12T00:00:00,2016-07-13T00:00:00,Home Office,https://www.gov.uk/government/organisations/home-office
8,1.0,Minister for Women and Equalities,1114,2010-05-12T00:00:00,2012-10-15T00:00:00,Government Equalities Office,https://www.gov.uk/government/organisations/government-equalities-office
12,1.0,Parliamentary Under-Secretary (Home Office),532,2003-06-13T00:00:00,2006-05-05T00:00:00,Home Office,https://www.gov.uk/government/organisations/home-office
14,1.0,Secretary of State for Wales,741,1993-07-20T00:00:00,1995-07-04T00:00:00,Welsh Office,
14,1.0,Minister (Department of Environment) (Local Government),135,1992-04-15T00:00:00,1993-05-26T00:00:00,Department for the Environment,
14,1.0,Minister of State (Department of Trade and Industry),413,1990-01-01T00:00:00,1992-01-01T00:00:00,Department of Trade and Industry,http://www.dti.gov.uk
14,1.0,Parliamentary Under-Secretary (Department of Trade and Industry),411,1989-07-26T00:00:00,1990-11-02T00:00:00,Department of Trade and Industry,http://www.dti.gov.uk
15,1.0,Chancellor of the Duchy of Lancaster,1189,2018-01-08T00:00:00,2019-07-24T00:00:00,Cabinet Office,https://www.gov.uk/government/organisations/cabinet-office
15,1.0,Minister of State (Cabinet Office),473,2018-01-08T00:00:00,2019-07-24T00:00:00,Cabinet Office,https://www.gov.uk/government/organisations/cabinet-office
15,1.0,Lord Chancellor and Secretary of State for Justice,718,2017-06-11T00:00:00,2018-01-08T00:00:00,Ministry of Justice,https://www.gov.uk/government/organisations/ministry-of-justice
15,1.0,Lord President of the Council and Leader of the House of Commons,1142,2016-07-14T00:00:00,2017-05-03T00:00:00,Office of the Leader of the House of Commons,https://www.gov.uk/government/organisations/the-office-of-the-leader-of-the-house-of-commons
15,1.0,Minister of State (Foreign and Commonwealth Office) (European issues and NATO),938,2010-05-13T00:00:00,2016-07-14T00:00:00,Foreign and Commonwealth Office,https://www.gov.uk/government/organisations/foreign-commonwealth-office
16,1.0,Attorney General,22,2010-05-12T00:00:00,2014-07-15T00:00:00,Attorney General's Office,https://www.gov.uk/government/organisations/attorney-generals-office
18,1.0,Secretary of State for Wales,743,2010-05-12T00:00:00,2012-09-06T00:00:00,Wales Office,https://www.gov.uk/government/organisations/wales-office
18,1.0,Parliamentary Under-Secretary (Department for Education and Employment),467,1995-07-06T00:00:00,1997-05-01T00:00:00,Department for Education and Employment,
21,1.0,Parliamentary Under-Secretary (Department of Health),447,1984-09-11T00:00:00,1986-09-10T00:00:00,Department of Health,http://www.dh.gov.uk
21,1.0,Parliamentary Under-Secretary (Foreign and Commonwealth Office),395,1983-06-13T00:00:00,1984-09-10T00:00:00,Foreign and Commonwealth Office,https://www.gov.uk/government/organisations/foreign-commonwealth-office
22,1.0,Parliamentary Under-Secretary (Department of Trade and Industry),411,1994-07-20T00:00:00,1995-02-11T00:00:00,Department of Trade and Industry,http://www.dti.gov.uk
22,1.0,Parliamentary Under-Secretary (Home Office),366,1992-04-15T00:00:00,1994-07-20T00:00:00,Home Office,https://www.gov.uk/government/organisations/home-office
26,1.0,Parliamentary Secretary (Government Equalities Office),515,2009-06-09T00:00:00,2010-05-06T00:00:00,Government Equalities Office,http://www.equalities.gov.uk
27,1.0,Parliamentary Under-Secretary (Ministry of Defence),533,2003-06-13T00:00:00,2005-05-05T00:00:00,Ministry of Defence,https://www.gov.uk/government/organisations/ministry-of-defence
27,1.0,Assistant Whip (HM Treasury),351,2001-06-12T00:00:00,2003-06-13T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
28,1.0,Minister of State (Home Office),417,2013-10-07T00:00:00,2014-11-04T00:00:00,Home Office,https://www.gov.uk/government/organisations/home-office
28,1.0,Parliamentary Under-Secretary (Department for Transport) (Regional and Local Transport),915,2010-05-14T00:00:00,2013-10-07T00:00:00,Department for Transport,https://www.gov.uk/government/organisations/department-for-transport
29,1.0,Parliamentary Secretary (Civil Service Department),343,1972-11-05T00:00:00,1974-03-04T00:00:00,Civil Service Department,
29,1.0,Parliamentary Under-Secretary (Ministry of Defence),416,1971-04-07T00:00:00,1972-11-05T00:00:00,Ministry of Defence,https://www.gov.uk/government/organisations/ministry-of-defence
33,1.0,Minister for Faith,1139,2014-08-06T00:00:00,2015-03-30T00:00:00,Department for Communities and Local Government,https://www.gov.uk/government/organisations/department-for-communities-and-local-government
33,1.0,Secretary of State for Communities and Local Government,682,2010-05-12T00:00:00,2015-05-08T00:00:00,Department for Communities and Local Government,https://www.gov.uk/government/organisations/department-for-communities-and-local-government
37,1.0,Minister of State (Ministry of Defence),222,2009-06-09T00:00:00,2010-05-06T00:00:00,Ministry of Defence,https://www.gov.uk/government/organisations/ministry-of-defence
37,1.0,Minister of State (Foreign and Commonwealth Office),206,2008-10-05T00:00:00,2009-06-09T00:00:00,Foreign and Commonwealth Office,https://www.gov.uk/government/organisations/foreign-commonwealth-office
37,1.0,"Minister of State (Department for Innovation, Universities and Skills) (Lifelong Learning, Further and Higher Education)",275,2007-06-29T00:00:00,2008-10-05T00:00:00,"Department for Innovation, Universities and Skills",http://www.dius.gov.uk/
37,1.0,"Minister of State (Education and Skills) (Lifelong Learning, Further and Higher Education)",274,2005-05-10T00:00:00,2007-06-28T00:00:00,Department for Education and Skills,http://www.dfes.gov.uk
37,1.0,Parliamentary Under-Secretary (Foreign and Commonwealth Office),395,2002-10-28T00:00:00,2005-05-10T00:00:00,Foreign and Commonwealth Office,https://www.gov.uk/government/organisations/foreign-commonwealth-office
37,1.0,Assistant Whip (HM Treasury),351,2002-10-15T00:00:00,2002-10-28T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
39,1.0,"Minister of State (Department for Science, Innovation and Technology)",1277,2023-05-09T00:00:00,,"Department for Science, Innovation and Technology",https://www.gov.uk/government/organisations/department-for-science-innovation-and-technology
39,1.0,"Minister of State (Department for Culture, Media and Sport)",1094,2023-05-09T00:00:00,,"Department for Culture, Media and Sport",https://www.gov.uk/government/organisations/department-for-culture-media-sport
39,1.0,"Minister of State (Department for Digital, Culture, Media and Sport)",1225,2020-02-13T00:00:00,2021-09-16T00:00:00,"Department for Digital, Culture, Media and Sport",https://www.gov.uk/government/organisations/department-for-culture-media-sport
39,1.0,"Secretary of State for Culture, Media and Sport",689,2015-05-08T00:00:00,2016-07-14T00:00:00,"Department for Culture, Media and Sport",https://www.gov.uk/government/organisations/department-for-culture-media-sport
42,1.0,Parliamentary Under-Secretary (Scottish Office),360,1974-01-08T00:00:00,1974-03-04T00:00:00,Scottish Office,
42,1.0,Parliamentary Under-Secretary (Scottish Office),360,1970-06-24T00:00:00,1971-07-28T00:00:00,Scottish Office,
46,1.0,Minister of State (Department for Transport) (Rail and Aviation),914,2012-09-06T00:00:00,2013-10-04T00:00:00,Department for Transport,https://www.gov.uk/government/organisations/department-for-transport
46,1.0,Minister of State (Department of Health) (Health Services),260,2010-05-13T00:00:00,2012-09-06T00:00:00,Department of Health,http://www.dh.gov.uk
46,1.0,Parliamentary Under-Secretary (Department of Health),447,1996-07-23T00:00:00,1997-05-02T00:00:00,Department of Health,http://www.dh.gov.uk
46,1.0,Lord Commissioner (HM Treasury) (Whip),350,1995-07-08T00:00:00,1996-07-23T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
46,1.0,Assistant Whip (HM Treasury),351,1994-07-20T00:00:00,1995-07-07T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
47,1.0,Parliamentary Under-Secretary (Ministry of Defence),933,2010-05-17T00:00:00,2012-09-06T00:00:00,Ministry of Defence,https://www.gov.uk/government/organisations/ministry-of-defence
49,1.0,Minister of State (Northern Ireland Office),205,1992-04-15T00:00:00,1993-06-24T00:00:00,Northern Ireland Office,https://www.gov.uk/government/organisations/northern-ireland-office
51,1.0,Minister of State (Home Office),401,1992-04-15T00:00:00,1994-07-20T00:00:00,Home Office,https://www.gov.uk/government/organisations/home-office
51,1.0,Parliamentary Under-Secretary (Home Office),366,1989-07-25T00:00:00,1992-04-15T00:00:00,Home Office,https://www.gov.uk/government/organisations/home-office
51,1.0,Parliamentary Under-Secretary (Department of Social Security),451,1988-07-25T00:00:00,1989-07-28T00:00:00,Department of Social Security,
51,1.0,Lord Commissioner (HM Treasury) (Whip),350,1986-10-16T00:00:00,1988-07-24T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
51,1.0,Assistant Whip (HM Treasury),351,1984-10-03T00:00:00,1986-10-16T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
52,1.0,Parliamentary Under-Secretary (Northern Ireland Office),420,1986-09-10T00:00:00,1989-07-26T00:00:00,Northern Ireland Office,https://www.gov.uk/government/organisations/northern-ireland-office
53,1.0,"Minister of State (Department for Business, Innovation and Skills) (Universities and Science)",1118,2010-05-12T00:00:00,2014-07-15T00:00:00,"Department for Business, Innovation and Skills",https://www.gov.uk/government/organisations/department-for-business-innovation-skills
53,1.0,Paymaster General (HM Treasury),396,1996-07-20T00:00:00,1996-12-15T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
53,1.0,Parliamentary Secretary (Duchy of Lancaster Office),458,1995-11-28T00:00:00,1996-12-15T00:00:00,Duchy of Lancaster Office,
53,1.0,Lord Commissioner (HM Treasury) (Whip),350,1995-07-08T00:00:00,1995-11-28T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
53,1.0,Assistant Whip (HM Treasury),351,1994-07-20T00:00:00,1995-07-07T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
55,1.0,Minister of State (Department for International Development),496,2014-07-15T00:00:00,2016-07-17T00:00:00,Department for International Development,http://www.dfid.gov.uk
55,1.0,"Vice Chamberlain (HM Household) (Whip, House of Commons)",753,2013-10-07T00:00:00,2014-07-15T00:00:00,HM Household,
55,1.0,Lord Commissioner (HM Treasury) (Whip),350,2012-09-06T00:00:00,2013-10-07T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
56,1.0,Minister of State (Ministry of Defence) (Procurement),246,1995-07-06T00:00:00,1997-05-01T00:00:00,Ministry of Defence,https://www.gov.uk/government/organisations/ministry-of-defence
56,1.0,Parliamentary Under-Secretary (Department of Social Security),451,1994-07-20T00:00:00,1995-07-06T00:00:00,Department of Social Security,
56,1.0,Assistant Whip (HM Treasury),351,1992-04-15T00:00:00,1994-07-20T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
57,2.0,Lords Spokesperson (Cabinet Office),1063,2017-01-03T00:00:00,2019-08-29T00:00:00,Cabinet Office,https://www.gov.uk/government/organisations/cabinet-office
57,2.0,Lord in Waiting (HM Household) (Whip),72,2016-07-25T00:00:00,2019-08-29T00:00:00,HM Household,
57,1.0,Parliamentary Secretary to the Treasury and Chief Whip,529,2012-10-19T00:00:00,2014-07-15T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
57,1.0,Leader of the House of Commons and Lord Privy Seal,82,2010-05-12T00:00:00,2012-09-06T00:00:00,Office of the Leader of the House of Commons,https://www.gov.uk/government/organisations/the-office-of-the-leader-of-the-house-of-commons
57,1.0,Secretary of State for Transport,465,1995-07-05T00:00:00,1997-05-04T00:00:00,Ministry of Transport,
57,1.0,Financial Secretary (HM Treasury),348,1994-07-20T00:00:00,1995-07-05T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
57,1.0,Minister (Department of Environment) (Housing),127,1990-11-28T00:00:00,1994-07-19T00:00:00,Department for the Environment,
57,1.0,"Comptroller (HM Household) (Deputy Chief Whip, House of Commons)",44,1990-07-23T00:00:00,1990-11-28T00:00:00,HM Household,
57,1.0,Parliamentary Under-Secretary (Department of Environment),409,1981-09-15T00:00:00,1986-09-10T00:00:00,Department for the Environment,
57,1.0,Parliamentary Under-Secretary (Department of Health and Social Security),406,1979-05-07T00:00:00,1981-09-15T00:00:00,Department of Health and Social Security,
61,1.0,Secretary of State for Communities and Local Government,682,2009-06-06T00:00:00,2010-05-06T00:00:00,Department for Communities and Local Government,https://www.gov.uk/government/organisations/department-for-communities-and-local-government
61,1.0,"Secretary of State for Innovation, Universities and Skills",715,2007-06-28T00:00:00,2009-06-05T00:00:00,"Department for Innovation, Universities and Skills",http://www.dius.gov.uk/
61,1.0,Minister (Home Office) (Police and Crime Reduction),144,2001-06-11T00:00:00,2003-03-18T00:00:00,Home Office,https://www.gov.uk/government/organisations/home-office
61,1.0,Minister of State (Department of Health),445,1998-12-30T00:00:00,2001-06-07T00:00:00,Department of Health,http://www.dh.gov.uk
61,1.0,Minister of State (Department of Social Security),450,1998-06-01T00:00:00,1998-12-30T00:00:00,Department of Social Security,
61,1.0,Parliamentary Under-Secretary (Department of Social Security),451,1997-05-01T00:00:00,1998-06-01T00:00:00,Department of Social Security,
62,1.0,"Parliamentary Under-Secretary (Department of Transport, Local Government and Regions)",488,2001-06-11T00:00:00,2002-05-28T00:00:00,"Department for Transport, Local Government and the Regions",http://www.dtlr.gov.uk
64,1.0,Parliamentary Under-Secretary (Department of Environment),409,1987-06-13T00:00:00,1988-07-26T00:00:00,Department for the Environment,
66,1.0,Lord Commissioner (HM Treasury) (Whip),350,1995-07-08T00:00:00,1997-05-02T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
66,1.0,Assistant Whip (HM Treasury),351,1994-05-10T00:00:00,1995-07-07T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
67,1.0,Parliamentary Under-Secretary (Department of Environment),409,1995-07-06T00:00:00,1997-05-01T00:00:00,Department for the Environment,
68,1.0,Secretary of State for Social Security,727,1992-04-10T00:00:00,1997-05-01T00:00:00,Department of Social Security,
68,1.0,Secretary of State for Trade,735,1990-07-14T00:00:00,1992-04-09T00:00:00,Department of Trade and Industry,http://www.dti.gov.uk
68,1.0,Financial Secretary (HM Treasury),348,1989-07-24T00:00:00,1990-07-13T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
68,1.0,Economic Secretary (HM Treasury),346,1987-06-13T00:00:00,1989-07-23T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
69,1.0,Minister of State (Ministry of Justice),836,2016-07-16T00:00:00,2017-06-12T00:00:00,Ministry of Justice,https://www.gov.uk/government/organisations/ministry-of-justice
69,1.0,Solicitor General (Attorney General's Office),506,2012-09-06T00:00:00,2014-07-15T00:00:00,Attorney General's Office,https://www.gov.uk/government/organisations/attorney-generals-office
69,1.0,Parliamentary Under-Secretary (Department of Social Security),451,1995-07-06T00:00:00,1997-05-02T00:00:00,Department of Social Security,
70,1.0,Parliamentary Under-Secretary (Department of Trade and Industry),411,1995-02-14T00:00:00,1997-05-02T00:00:00,Department of Trade and Industry,http://www.dti.gov.uk
72,1.0,Parliamentary Under-Secretary (Department for Communities and Local Government) (Planning),501,2009-09-22T00:00:00,2010-05-06T00:00:00,Department for Communities and Local Government,https://www.gov.uk/government/organisations/department-for-communities-and-local-government
72,1.0,"Parliamentary Under-Secretary (Department for Culture, Media and Sport) (Culture and Tourism)",569,2009-06-09T00:00:00,2009-09-22T00:00:00,"Department for Culture, Media and Sport",https://www.gov.uk/government/organisations/department-for-culture-media-sport
72,1.0,"Parliamentary Under-Secretary (Department for Culture, Media and Sport) (Culture, Creative Industries and Tourism)",570,2008-10-05T00:00:00,2009-06-09T00:00:00,"Department for Culture, Media and Sport",https://www.gov.uk/government/organisations/department-for-culture-media-sport
72,1.0,Parliamentary Under-Secretary (Government Equalities Office),636,2007-10-12T00:00:00,2008-10-05T00:00:00,Government Equalities Office,http://www.equalities.gov.uk
72,1.0,Minister of State (Regional Affairs) (East of England),168,2007-06-29T00:00:00,2010-05-06T00:00:00,Regional Affairs,
72,1.0,Parliamentary Under-Secretary (Department for Work and Pensions),487,2007-06-28T00:00:00,2007-10-12T00:00:00,Department for Work and Pensions,https://www.gov.uk/government/organisations/department-for-work-pensions
73,1.0,Parliamentary Under-Secretary (Ministry of Justice),540,2009-06-09T00:00:00,2010-05-06T00:00:00,Ministry of Justice,https://www.gov.uk/government/organisations/ministry-of-justice
73,1.0,Vice-Chamberlain (HM Household),379,2008-10-05T00:00:00,2009-06-09T00:00:00,HM Household,
73,1.0,Lord Commissioner (HM Treasury) (Whip),350,2006-05-05T00:00:00,2008-10-05T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
73,1.0,Assistant Whip (HM Treasury),351,2005-05-10T00:00:00,2006-05-05T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
74,1.0,Parliamentary Under-Secretary (Department of Health),296,2003-06-13T00:00:00,2005-05-05T00:00:00,Department of Health,http://www.dh.gov.uk
74,1.0,"Parliamentary Under-Secretary (Trade and Industry) (Competition, Consumers and Markets)",645,2001-06-11T00:00:00,2003-06-13T00:00:00,Department of Trade and Industry,http://www.dti.gov.uk
74,1.0,Economic Secretary (HM Treasury),346,1999-07-29T00:00:00,2001-06-07T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
76,1.0,First Secretary of State and Minister for the Cabinet Office,1197,2017-06-11T00:00:00,2017-12-20T00:00:00,Cabinet Office,https://www.gov.uk/government/organisations/cabinet-office
76,1.0,Secretary of State for Work and Pensions,744,2016-07-14T00:00:00,2017-06-11T00:00:00,Department for Work and Pensions,https://www.gov.uk/government/organisations/department-for-work-pensions
76,1.0,Minister of State (Ministry of Justice) (jointly with Home Office),837,2012-09-06T00:00:00,2014-07-15T00:00:00,Ministry of Justice,https://www.gov.uk/government/organisations/ministry-of-justice
76,1.0,Minister of State (Home Office) (Policing) (Jointly with the Ministry of Justice),841,2012-09-06T00:00:00,2014-07-15T00:00:00,Home Office,https://www.gov.uk/government/organisations/home-office
76,1.0,Minister of State (Home Office) (Immigration),840,2010-05-13T00:00:00,2012-09-06T00:00:00,Home Office,https://www.gov.uk/government/organisations/home-office
77,1.0,Parliamentary Under-Secretary (Ministry of Defence),854,2014-07-15T00:00:00,2016-07-17T00:00:00,Ministry of Defence,https://www.gov.uk/government/organisations/ministry-of-defence
78,1.0,Parliamentary Under-Secretary (Department for Work and Pensions),599,2008-10-05T00:00:00,2010-05-06T00:00:00,Department for Work and Pensions,https://www.gov.uk/government/organisations/department-for-work-pensions
78,1.0,"Parliamentary Under-Secretary (Department for Environment, Food and Rural Affairs) (Marine, Landscape and Rural Affairs)",597,2007-06-29T00:00:00,2008-10-05T00:00:00,"Department for Environment, Food and Rural Affairs",https://www.gov.uk/government/organisations/department-for-environment-food-rural-affairs
78,1.0,Minister of State (Regional Affairs) (South East) ,176,2007-06-29T00:00:00,2010-05-06T00:00:00,Regional Affairs,
78,1.0,Assistant Whip (HM Treasury),351,2006-05-05T00:00:00,2007-06-28T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
82,1.0,Home Secretary,74,1993-05-27T00:00:00,1997-05-01T00:00:00,Home Office,https://www.gov.uk/government/organisations/home-office
82,1.0,Secretary of State for Environment,731,1992-04-11T00:00:00,1993-05-26T00:00:00,Department for the Environment,
82,1.0,Secretary of State for Employment,700,1990-01-02T00:00:00,1992-04-10T00:00:00,Department of Employment,
82,1.0,Minister of State (Department of Environment) (Housing),268,1989-07-25T00:00:00,1990-01-02T00:00:00,Department for the Environment,
82,1.0,Minister of State (Department of Environment) (Planning),293,1988-07-25T00:00:00,1989-07-23T00:00:00,Department for the Environment,
82,1.0,Minister of State (Department of Environment) (Local Government),279,1987-06-13T00:00:00,1988-07-24T00:00:00,Department for the Environment,
82,1.0,Parliamentary Under-Secretary (Department of Trade and Industry),411,1985-09-02T00:00:00,1987-06-13T00:00:00,Department of Trade and Industry,http://www.dti.gov.uk
83,1.0,Parliamentary Under-Secretary (Department for Transport),459,2008-10-05T00:00:00,2010-05-06T00:00:00,Department for Transport,https://www.gov.uk/government/organisations/department-for-transport
83,1.0,Assistant Whip (HM Treasury),351,2003-06-13T00:00:00,2005-05-10T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
84,1.0,Parliamentary Under-Secretary (Department for Work and Pensions),487,2003-06-13T00:00:00,2005-05-05T00:00:00,Department for Work and Pensions,https://www.gov.uk/government/organisations/department-for-work-pensions
85,1.0,Minister of State (Home Office),401,1995-07-06T00:00:00,1997-05-01T00:00:00,Home Office,https://www.gov.uk/government/organisations/home-office
85,1.0,Minister of State (Department of Employment),414,1994-07-20T00:00:00,1995-07-06T00:00:00,Department of Employment,
85,1.0,Parliamentary Under-Secretary (Department of Employment),415,1993-05-27T00:00:00,1994-07-20T00:00:00,Department of Employment,
85,1.0,Parliamentary Under-Secretary (Department of Social Security),451,1990-11-30T00:00:00,1993-05-27T00:00:00,Department of Social Security,
88,1.0,Secretary of State for Defence,691,2014-07-15T00:00:00,2017-11-01T00:00:00,Ministry of Defence,https://www.gov.uk/government/organisations/ministry-of-defence
88,1.0,Minister of State for Portsmouth,1131,2014-01-16T00:00:00,2014-07-15T00:00:00,Department for Communities and Local Government,https://www.gov.uk/government/organisations/department-for-communities-and-local-government
88,1.0,"Minister of State (Department for Business, Innovation and Skills) (Jointly with Department of Energy and Climate Change) ",1109,2013-03-28T00:00:00,2014-07-15T00:00:00,"Department for Business, Innovation and Skills",https://www.gov.uk/government/organisations/department-for-business-innovation-skills
88,1.0,"Minister of State (Department of Energy and Climate Change) (Jointly with Department for Business, Innovation and Skills)",1110,2013-03-28T00:00:00,2014-07-15T00:00:00,Department of Energy and Climate Change,https://www.gov.uk/government/organisations/department-of-energy-climate-change
88,1.0,"Minister of State (Department for Business, Innovation and Skills) (Business and Enterprise)",927,2012-09-06T00:00:00,2013-03-28T00:00:00,"Department for Business, Innovation and Skills",https://www.gov.uk/government/organisations/department-for-business-innovation-skills
88,1.0,Parliamentary Under-Secretary (Department of Education and Science),402,1990-07-24T00:00:00,1992-04-14T00:00:00,Department of Education and Science,
88,1.0,Lord Commissioner (HM Treasury) (Whip),350,1990-05-10T00:00:00,1990-07-22T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
88,1.0,Assistant Whip (HM Treasury),351,1988-07-26T00:00:00,1990-05-10T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
90,1.0,Minister of State (Department for Transport),209,2005-05-10T00:00:00,2007-06-28T00:00:00,Department for Transport,https://www.gov.uk/government/organisations/department-for-transport
90,1.0,Parliamentary Under-Secretary (Department of Health) (Community Care),630,2003-06-13T00:00:00,2005-05-10T00:00:00,Department of Health,http://www.dh.gov.uk
91,1.0,Minister of State (Northern Ireland Office),205,1987-06-12T00:00:00,1988-06-01T00:00:00,Northern Ireland Office,https://www.gov.uk/government/organisations/northern-ireland-office
91,1.0,Minister of State (Ministry of Defence) (Minister for the Armed Forces),1125,1983-06-13T00:00:00,1987-06-12T00:00:00,Ministry of Defence,https://www.gov.uk/government/organisations/ministry-of-defence
91,1.0,Minister (Department of Environment) (Housing & Construction),128,1979-05-07T00:00:00,1983-06-12T00:00:00,Department for the Environment,
93,1.0,"Minister of State (Ministry of Agriculture, Fisheries and Food)",441,1995-07-06T00:00:00,1997-05-01T00:00:00,"Ministry of Agriculture, Fisheries and Food",
93,1.0,Parliamentary Under-Secretary (Foreign and Commonwealth Office),395,1994-07-20T00:00:00,1995-07-06T00:00:00,Foreign and Commonwealth Office,https://www.gov.uk/government/organisations/foreign-commonwealth-office
93,1.0,Parliamentary Under-Secretary (Department of Environment),409,1990-11-28T00:00:00,1994-07-20T00:00:00,Department for the Environment,
93,1.0,Parliamentary Under-Secretary (Department of Energy),429,1990-01-03T00:00:00,1990-11-28T00:00:00,Department of Energy,
94,1.0,First Secretary of State and Deputy Prime Minister,65,1995-07-05T00:00:00,1997-05-01T00:00:00,No Department,
94,1.0,President of the Board of Trade,658,1992-04-10T00:00:00,1995-07-04T00:00:00,Department of Trade and Industry,http://www.dti.gov.uk
94,1.0,Secretary of State for Environment,731,1990-11-28T00:00:00,1992-04-10T00:00:00,Department for the Environment,
94,1.0,Secretary of State for Defence,691,1983-01-06T00:00:00,1986-01-08T00:00:00,Ministry of Defence,https://www.gov.uk/government/organisations/ministry-of-defence
94,1.0,Secretary of State for Environment,731,1979-05-05T00:00:00,1983-01-05T00:00:00,Department for the Environment,
94,1.0,Minister (Aerospace & Shipping) (Trade and Industry),107,1972-04-07T00:00:00,1974-03-05T00:00:00,No Department,
94,1.0,Parliamentary Under-Secretary (Department of Environment),409,1970-10-15T00:00:00,1972-04-07T00:00:00,Department for the Environment,
94,1.0,Parliamentary Secretary (Ministry of Transport),347,1970-06-24T00:00:00,1970-10-15T00:00:00,Ministry of Transport,
95,1.0,Secretary of State for Work and Pensions,744,2002-05-29T00:00:00,2004-09-07T00:00:00,Department for Work and Pensions,https://www.gov.uk/government/organisations/department-for-work-pensions
95,1.0,Chief Secretary to the Treasury,36,1999-10-11T00:00:00,2002-05-29T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
95,1.0,Minister of State (Department for Education and Employment),464,1997-05-03T00:00:00,1999-10-11T00:00:00,Department for Education and Employment,
97,1.0,Parliamentary Secretary (Duchy of Lancaster Office),458,1992-04-15T00:00:00,1993-05-26T00:00:00,Duchy of Lancaster Office,
97,1.0,Parliamentary Under-Secretary (Privy Council Office),454,1990-11-28T00:00:00,1992-04-11T00:00:00,Privy Council Office,http://privycouncil.independent.gov.uk/
97,1.0,Parliamentary Under-Secretary (Department of Employment),415,1990-07-24T00:00:00,1992-04-14T00:00:00,Department of Employment,
97,1.0,Parliamentary Under-Secretary (Department of Education and Science),402,1987-06-13T00:00:00,1990-07-24T00:00:00,Department of Education and Science,
98,1.0,Secretary of State for Northern Ireland,721,2007-06-28T00:00:00,2010-05-06T00:00:00,Northern Ireland Office,https://www.gov.uk/government/organisations/northern-ireland-office
98,1.0,"Minister of State (Department for Culture, Media and Sport) (Creative Industries & Tourism)",111,2006-05-05T00:00:00,2007-06-28T00:00:00,"Department for Culture, Media and Sport",https://www.gov.uk/government/organisations/department-for-culture-media-sport
98,1.0,Parliamentary Under-Secretary (Northern Ireland Office),420,2005-05-10T00:00:00,2006-05-05T00:00:00,Northern Ireland Office,https://www.gov.uk/government/organisations/northern-ireland-office
99,1.0,Assistant Whip (HM Treasury),351,1996-07-23T00:00:00,1997-05-02T00:00:00,HM Treasury,https://www.gov.uk/government/organisations/hm-treasury
