BillID,id,stageId,sessionId,description,abbreviation,house,stageSittings,sortOrder
1153,5790.0,29.0,25.0,Allocation of time motion,AOTM,Commons,"[{'id': 5455, 'stageId': 29, 'billStageId': 5790, 'billId': 1153, 'date': '2013-03-19T00:00:00'}]",2.0
1153,5791.0,7.0,25.0,2nd reading,2R,Commons,"[{'id': 5456, 'stageId': 7, 'billStageId': 5791, 'billId': 1153, 'date': '2013-03-19T00:00:00'}]",3.0
1153,5792.0,8.0,25.0,Committee stage,CS,Commons,"[{'id': 5457, 'stageId': 8, 'billStageId': 5792, 'billId': 1153, 'date': '2013-03-19T00:00:00'}]",4.0
1153,5793.0,9.0,25.0,Report stage,RS,Commons,"[{'id': 5458, 'stageId': 9, 'billStageId': 5793, 'billId': 1153, 'date': '2013-03-19T00:00:00'}]",5.0
1153,5794.0,10.0,25.0,3rd reading,3R,Commons,"[{'id': 5459, 'stageId': 10, 'billStageId': 5794, 'billId': 1153, 'date': '2013-03-19T00:00:00'}]",6.0
1153,5797.0,1.0,25.0,1st reading,1R,Lords,"[{'id': 5450, 'stageId': 1, 'billStageId': 5797, 'billId': 1153, 'date': '2013-03-19T00:00:00'}]",7.0
1153,5798.0,2.0,25.0,2nd reading,2R,Lords,"[{'id': 5451, 'stageId': 2, 'billStageId': 5798, 'billId': 1153, 'date': '2013-03-21T00:00:00'}]",8.0
1153,5799.0,3.0,25.0,Committee stage,CS,Lords,"[{'id': 5452, 'stageId': 3, 'billStageId': 5799, 'billId': 1153, 'date': '2013-03-25T00:00:00'}]",9.0
1153,5800.0,4.0,25.0,Report stage,RS,Lords,"[{'id': 5453, 'stageId': 4, 'billStageId': 5800, 'billId': 1153, 'date': '2013-03-25T00:00:00'}]",10.0
1153,5801.0,5.0,25.0,3rd reading,3R,Lords,"[{'id': 5454, 'stageId': 5, 'billStageId': 5801, 'billId': 1153, 'date': '2013-03-25T00:00:00'}]",11.0
1153,5821.0,11.0,25.0,Royal Assent,RA,Unassigned,"[{'id': 5460, 'stageId': 11, 'billStageId': 5821, 'billId': 1153, 'date': '2013-03-26T00:00:00'}]",12.0
1154,5795.0,6.0,25.0,1st reading,1R,Commons,"[{'id': 5461, 'stageId': 6, 'billStageId': 5795, 'billId': 1154, 'date': '2013-03-19T00:00:00'}]",1.0
1154,13953.0,7.0,25.0,2nd reading,2R,Commons,[],2.0
1155,5810.0,6.0,25.0,1st reading,1R,Commons,"[{'id': 5462, 'stageId': 6, 'billStageId': 5810, 'billId': 1155, 'date': '2013-03-25T00:00:00'}]",1.0
1155,13954.0,7.0,25.0,2nd reading,2R,Commons,[],2.0
1156,5812.0,6.0,25.0,1st reading,1R,Commons,"[{'id': 5463, 'stageId': 6, 'billStageId': 5812, 'billId': 1156, 'date': '2013-03-26T00:00:00'}]",1.0
1156,13955.0,7.0,25.0,2nd reading,2R,Commons,[],2.0
1157,5815.0,1.0,25.0,1st reading,1R,Lords,"[{'id': 5464, 'stageId': 1, 'billStageId': 5815, 'billId': 1157, 'date': '2013-03-26T00:00:00'}]",1.0
1157,13956.0,2.0,25.0,2nd reading,2R,Lords,[],2.0
1158,5827.0,6.0,25.0,1st reading,1R,Commons,"[{'id': 5465, 'stageId': 6, 'billStageId': 5827, 'billId': 1158, 'date': '2013-03-25T14:30:00'}]",1.0
1158,5828.0,7.0,25.0,2nd reading,2R,Commons,"[{'id': 5466, 'stageId': 7, 'billStageId': 5828, 'billId': 1158, 'date': '2013-04-15T00:00:00'}]",2.0
1158,5832.0,14.0,25.0,Programme motion,PM,Commons,"[{'id': 5467, 'stageId': 14, 'billStageId': 5832, 'billId': 1158, 'date': '2013-04-15T00:00:00'}]",3.0
1158,5833.0,18.0,25.0,Carry-over motion,CM,Commons,"[{'id': 5533, 'stageId': 18, 'billStageId': 5833, 'billId': 1158, 'date': '2013-04-15T00:00:00'}]",4.0
1158,5834.0,8.0,25.0,Committee stage,CS,Commons,"[{'id': 5534, 'stageId': 8, 'billStageId': 5834, 'billId': 1158, 'date': '2013-04-17T00:00:00'}, {'id': 5535, 'stageId': 8, 'billStageId': 5834, 'billId': 1158, 'date': '2013-04-18T00:00:00'}]",5.0
1158,5857.0,8.0,25.0,Committee stage,CS,Commons,"[{'id': 5536, 'stageId': 8, 'billStageId': 5857, 'billId': 1158, 'date': '2013-04-23T00:00:00'}, {'id': 5537, 'stageId': 8, 'billStageId': 5857, 'billId': 1158, 'date': '2013-04-25T00:00:00'}]",6.0
1158,5926.0,6.0,26.0,1st reading,1R,Commons,"[{'id': 5539, 'stageId': 6, 'billStageId': 5926, 'billId': 1158, 'date': '2013-05-09T00:00:00'}]",7.0
1158,5927.0,7.0,26.0,2nd reading,2R,Commons,"[{'id': 5540, 'stageId': 7, 'billStageId': 5927, 'billId': 1158, 'date': '2013-05-09T00:00:00'}]",8.0
1158,5911.0,8.0,26.0,Committee stage,CS,Commons,"[{'id': 5538, 'stageId': 8, 'billStageId': 5911, 'billId': 1158, 'date': '2013-05-16T00:00:00'}, {'id': 5604, 'stageId': 8, 'billStageId': 5911, 'billId': 1158, 'date': '2013-05-21T00:00:00'}, {'id': 5605, 'stageId': 8, 'billStageId': 5911, 'billId': 1158, 'date': '2013-06-04T00:00:00'}, {'id': 5606, 'stageId': 8, 'billStageId': 5911, 'billId': 1158, 'date': '2013-06-06T00:00:00'}, {'id': 5607, 'stageId': 8, 'billStageId': 5911, 'billId': 1158, 'date': '2013-06-11T00:00:00'}, {'id': 5608, 'stageId': 8, 'billStageId': 5911, 'billId': 1158, 'date': '2013-06-13T00:00:00'}, {'id': 5609, 'stageId': 8, 'billStageId': 5911, 'billId': 1158, 'date': '2013-06-18T00:00:00'}, {'id': 5610, 'stageId': 8, 'billStageId': 5911, 'billId': 1158, 'date': '2013-06-20T00:00:00'}]",9.0
1158,6182.0,36.0,26.0,Ways and Means resolution,WAMR,Commons,"[{'id': 5789, 'stageId': 36, 'billStageId': 6182, 'billId': 1158, 'date': '2013-07-01T00:00:00'}]",10.0
1158,6183.0,14.0,26.0,Programme motion,PM,Commons,"[{'id': 5790, 'stageId': 14, 'billStageId': 6183, 'billId': 1158, 'date': '2013-07-01T00:00:00'}]",11.0
1158,6184.0,9.0,26.0,Report stage,RS,Commons,"[{'id': 5791, 'stageId': 9, 'billStageId': 6184, 'billId': 1158, 'date': '2013-07-01T00:00:00'}]",12.0
1158,6185.0,9.0,26.0,Report stage,RS,Commons,"[{'id': 5792, 'stageId': 9, 'billStageId': 6185, 'billId': 1158, 'date': '2013-07-02T00:00:00'}]",13.0
1158,6186.0,10.0,26.0,3rd reading,3R,Commons,"[{'id': 5793, 'stageId': 10, 'billStageId': 6186, 'billId': 1158, 'date': '2013-07-02T00:00:00'}]",14.0
1158,6194.0,1.0,26.0,1st reading,1R,Lords,"[{'id': 5785, 'stageId': 1, 'billStageId': 6194, 'billId': 1158, 'date': '2013-07-03T00:00:00'}]",15.0
1158,6195.0,2.0,26.0,2nd reading,2R,Lords,"[{'id': 5786, 'stageId': 2, 'billStageId': 6195, 'billId': 1158, 'date': '2013-07-15T00:00:00'}]",16.0
1158,6196.0,27.0,26.0,Committee negatived,CN,Lords,"[{'id': 5787, 'stageId': 27, 'billStageId': 6196, 'billId': 1158, 'date': '2013-07-15T00:00:00'}]",17.0
1158,6198.0,5.0,26.0,3rd reading,3R,Lords,"[{'id': 5788, 'stageId': 5, 'billStageId': 6198, 'billId': 1158, 'date': '2013-07-15T00:00:00'}]",18.0
1158,6249.0,11.0,26.0,Royal Assent,RA,Unassigned,"[{'id': 5794, 'stageId': 11, 'billStageId': 6249, 'billId': 1158, 'date': '2013-07-17T00:00:00'}]",19.0
1159,5842.0,6.0,25.0,1st reading,1R,Commons,"[{'id': 5541, 'stageId': 6, 'billStageId': 5842, 'billId': 1159, 'date': '2013-04-16T00:00:00'}]",1.0
1159,13958.0,7.0,25.0,2nd reading,2R,Commons,[],2.0
1160,5855.0,6.0,25.0,1st reading,1R,Commons,"[{'id': 5542, 'stageId': 6, 'billStageId': 5855, 'billId': 1160, 'date': '2013-04-17T00:00:00'}]",1.0
1160,13959.0,7.0,25.0,2nd reading,2R,Commons,[],2.0
1161,5869.0,6.0,25.0,1st reading,1R,Commons,"[{'id': 5543, 'stageId': 6, 'billStageId': 5869, 'billId': 1161, 'date': '2013-04-23T00:00:00'}]",1.0
1161,13960.0,7.0,25.0,2nd reading,2R,Commons,[],2.0
1162,5888.0,6.0,25.0,1st reading,1R,Commons,"[{'id': 5544, 'stageId': 6, 'billStageId': 5888, 'billId': 1162, 'date': '2013-04-24T00:00:00'}]",1.0
1162,13961.0,7.0,25.0,2nd reading,2R,Commons,[],2.0
1163,5938.0,6.0,26.0,1st reading,1R,Commons,"[{'id': 5545, 'stageId': 6, 'billStageId': 5938, 'billId': 1163, 'date': '2013-05-09T00:00:00'}]",1.0
1163,5939.0,7.0,26.0,2nd reading,2R,Commons,"[{'id': 5546, 'stageId': 7, 'billStageId': 5939, 'billId': 1163, 'date': '2013-06-10T00:00:00'}]",2.0
1163,5998.0,14.0,26.0,Programme motion,PM,Commons,"[{'id': 5611, 'stageId': 14, 'billStageId': 5998, 'billId': 1163, 'date': '2013-06-10T00:00:00'}]",3.0
1163,5999.0,15.0,26.0,Money resolution,MR,Commons,"[{'id': 5612, 'stageId': 15, 'billStageId': 5999, 'billId': 1163, 'date': '2013-06-10T00:00:00'}]",4.0
1163,6000.0,36.0,26.0,Ways and Means resolution,WAMR,Commons,"[{'id': 5613, 'stageId': 36, 'billStageId': 6000, 'billId': 1163, 'date': '2013-06-10T00:00:00'}]",5.0
1163,6006.0,8.0,26.0,Committee stage,CS,Commons,"[{'id': 5614, 'stageId': 8, 'billStageId': 6006, 'billId': 1163, 'date': '2013-06-18T00:00:00'}, {'id': 5615, 'stageId': 8, 'billStageId': 6006, 'billId': 1163, 'date': '2013-06-20T00:00:00'}, {'id': 5616, 'stageId': 8, 'billStageId': 6006, 'billId': 1163, 'date': '2013-06-25T00:00:00'}, {'id': 5617, 'stageId': 8, 'billStageId': 6006, 'billId': 1163, 'date': '2013-06-27T00:00:00'}, {'id': 5670, 'stageId': 8, 'billStageId': 6006, 'billId': 1163, 'date': '2013-07-02T00:00:00'}, {'id': 5671, 'stageId': 8, 'billStageId': 6006, 'billId': 1163, 'date': '2013-07-04T00:00:00'}, {'id': 5795, 'stageId': 8, 'billStageId': 6006, 'billId': 1163, 'date': '2013-07-09T00:00:00'}, {'id': 5796, 'stageId': 8, 'billStageId': 6006, 'billId': 1163, 'date': '2013-07-11T00:00:00'}, {'id': 5797, 'stageId': 8, 'billStageId': 6006, 'billId': 1163, 'date': '2013-07-16T00:00:00'}]",6.0
1163,6330.0,36.0,26.0,Ways and Means resolution,WAMR,Commons,"[{'id': 5880, 'stageId': 36, 'billStageId': 6330, 'billId': 1163, 'date': '2013-10-14T16:15:00'}]",7.0
1163,6331.0,14.0,26.0,Programme motion,PM,Commons,"[{'id': 5881, 'stageId': 14, 'billStageId': 6331, 'billId': 1163, 'date': '2013-10-14T16:30:00'}]",8.0
1163,6242.0,9.0,26.0,Report stage,RS,Commons,"[{'id': 5798, 'stageId': 9, 'billStageId': 6242, 'billId': 1163, 'date': '2013-10-14T17:20:00'}, {'id': 5879, 'stageId': 9, 'billStageId': 6242, 'billId': 1163, 'date': '2013-10-15T00:00:00'}]",9.0
1163,6301.0,10.0,26.0,3rd reading,3R,Commons,"[{'id': 5882, 'stageId': 10, 'billStageId': 6301, 'billId': 1163, 'date': '2013-10-15T00:00:00'}]",10.0
1163,6341.0,1.0,26.0,1st reading,1R,Lords,"[{'id': 5883, 'stageId': 1, 'billStageId': 6341, 'billId': 1163, 'date': '2013-10-16T00:00:00'}]",11.0
1163,6342.0,2.0,26.0,2nd reading,2R,Lords,"[{'id': 5884, 'stageId': 2, 'billStageId': 6342, 'billId': 1163, 'date': '2013-10-29T00:00:00'}]",12.0
1163,6349.0,3.0,26.0,Committee stage,CS,Lords,"[{'id': 5885, 'stageId': 3, 'billStageId': 6349, 'billId': 1163, 'date': '2013-11-12T00:00:00'}, {'id': 5980, 'stageId': 3, 'billStageId': 6349, 'billId': 1163, 'date': '2013-11-18T00:00:00'}, {'id': 5981, 'stageId': 3, 'billStageId': 6349, 'billId': 1163, 'date': '2013-11-20T00:00:00'}, {'id': 5982, 'stageId': 3, 'billStageId': 6349, 'billId': 1163, 'date': '2013-11-25T00:00:00'}, {'id': 5984, 'stageId': 3, 'billStageId': 6349, 'billId': 1163, 'date': '2013-12-02T00:00:00'}, {'id': 5983, 'stageId': 3, 'billStageId': 6349, 'billId': 1163, 'date': '2013-12-04T00:00:00'}, {'id': 6085, 'stageId': 3, 'billStageId': 6349, 'billId': 1163, 'date': '2013-12-11T00:00:00'}]",13.0
1163,6466.0,4.0,26.0,Report stage,RS,Lords,"[{'id': 6086, 'stageId': 4, 'billStageId': 6466, 'billId': 1163, 'date': '2014-01-08T00:00:00'}, {'id': 6089, 'stageId': 4, 'billStageId': 6466, 'billId': 1163, 'date': '2014-01-14T00:00:00'}, {'id': 6087, 'stageId': 4, 'billStageId': 6466, 'billId': 1163, 'date': '2014-01-20T00:00:00'}, {'id': 6088, 'stageId': 4, 'billStageId': 6466, 'billId': 1163, 'date': '2014-01-22T00:00:00'}]",14.0
1163,6531.0,5.0,26.0,3rd reading,3R,Lords,"[{'id': 6084, 'stageId': 5, 'billStageId': 6531, 'billId': 1163, 'date': '2014-01-27T00:00:00'}]",15.0
1163,6625.0,14.0,26.0,Programme motion,PM,Commons,"[{'id': 6172, 'stageId': 14, 'billStageId': 6625, 'billId': 1163, 'date': '2014-02-04T01:00:00'}]",16.0
1163,6597.0,12.0,26.0,Consideration of Lords amendments,COLA,Commons,"[{'id': 6171, 'stageId': 12, 'billStageId': 6597, 'billId': 1163, 'date': '2014-02-04T02:00:00'}]",17.0
1163,6662.0,13.0,26.0,Consideration of Commons amendments,COCA,Lords,"[{'id': 6170, 'stageId': 13, 'billStageId': 6662, 'billId': 1163, 'date': '2014-03-11T00:00:00'}]",18.0
1163,6723.0,11.0,26.0,Royal Assent,RA,Unassigned,"[{'id': 6268, 'stageId': 11, 'billStageId': 6723, 'billId': 1163, 'date': '2014-03-13T00:00:00'}]",19.0
1165,5916.0,1.0,26.0,1st reading,1R,Lords,"[{'id': 5549, 'stageId': 1, 'billStageId': 5916, 'billId': 1165, 'date': '2013-05-09T00:00:00'}]",1.0
1165,5942.0,2.0,26.0,2nd reading,2R,Lords,"[{'id': 5547, 'stageId': 2, 'billStageId': 5942, 'billId': 1165, 'date': '2013-05-21T00:00:00'}]",2.0
1165,5945.0,3.0,26.0,Committee stage,CS,Lords,"[{'id': 5548, 'stageId': 3, 'billStageId': 5945, 'billId': 1165, 'date': '2013-06-04T00:00:00'}, {'id': 5618, 'stageId': 3, 'billStageId': 5945, 'billId': 1165, 'date': '2013-06-10T00:00:00'}, {'id': 5619, 'stageId': 3, 'billStageId': 5945, 'billId': 1165, 'date': '2013-06-12T00:00:00'}, {'id': 5620, 'stageId': 3, 'billStageId': 5945, 'billId': 1165, 'date': '2013-07-03T00:00:00'}, {'id': 5621, 'stageId': 3, 'billStageId': 5945, 'billId': 1165, 'date': '2013-07-09T00:00:00'}, {'id': 5672, 'stageId': 3, 'billStageId': 5945, 'billId': 1165, 'date': '2013-07-16T00:00:00'}, {'id': 5803, 'stageId': 3, 'billStageId': 5945, 'billId': 1165, 'date': '2013-07-22T00:00:00'}, {'id': 5804, 'stageId': 3, 'billStageId': 5945, 'billId': 1165, 'date': '2013-07-29T00:00:00'}]",3.0
1165,6268.0,4.0,26.0,Report stage,RS,Lords,"[{'id': 5799, 'stageId': 4, 'billStageId': 6268, 'billId': 1165, 'date': '2013-10-09T00:00:00'}, {'id': 5800, 'stageId': 4, 'billStageId': 6268, 'billId': 1165, 'date': '2013-10-14T00:00:00'}, {'id': 5801, 'stageId': 4, 'billStageId': 6268, 'billId': 1165, 'date': '2013-10-16T00:00:00'}, {'id': 5802, 'stageId': 4, 'billStageId': 6268, 'billId': 1165, 'date': '2013-10-21T00:00:00'}]",4.0
1165,6316.0,5.0,26.0,3rd reading,3R,Lords,"[{'id': 5886, 'stageId': 5, 'billStageId': 6316, 'billId': 1165, 'date': '2013-10-29T00:00:00'}]",5.0
1165,6378.0,6.0,26.0,1st reading,1R,Commons,"[{'id': 5985, 'stageId': 6, 'billStageId': 6378, 'billId': 1165, 'date': '2013-10-30T00:00:00'}]",6.0
1165,6379.0,7.0,26.0,2nd reading,2R,Commons,"[{'id': 5986, 'stageId': 7, 'billStageId': 6379, 'billId': 1165, 'date': '2013-12-16T00:00:00'}]",7.0
1165,6493.0,14.0,26.0,Programme motion,PM,Commons,"[{'id': 6090, 'stageId': 14, 'billStageId': 6493, 'billId': 1165, 'date': '2013-12-16T00:00:00'}]",8.0
1165,6494.0,15.0,26.0,Money resolution,MR,Commons,"[{'id': 6091, 'stageId': 15, 'billStageId': 6494, 'billId': 1165, 'date': '2013-12-16T00:00:00'}]",9.0
1165,6495.0,36.0,26.0,Ways and Means resolution,WAMR,Commons,"[{'id': 6092, 'stageId': 36, 'billStageId': 6495, 'billId': 1165, 'date': '2013-12-16T00:00:00'}]",10.0
1165,6507.0,8.0,26.0,Committee stage,CS,Commons,"[{'id': 6097, 'stageId': 8, 'billStageId': 6507, 'billId': 1165, 'date': '2014-01-09T00:00:00'}, {'id': 6093, 'stageId': 8, 'billStageId': 6507, 'billId': 1165, 'date': '2014-01-14T00:00:00'}, {'id': 6094, 'stageId': 8, 'billStageId': 6507, 'billId': 1165, 'date': '2014-01-16T00:00:00'}, {'id': 6095, 'stageId': 8, 'billStageId': 6507, 'billId': 1165, 'date': '2014-01-21T00:00:00'}, {'id': 6096, 'stageId': 8, 'billStageId': 6507, 'billId': 1165, 'date': '2014-01-23T00:00:00'}, {'id': 6173, 'stageId': 8, 'billStageId': 6507, 'billId': 1165, 'date': '2014-01-28T00:00:00'}, {'id': 6174, 'stageId': 8, 'billStageId': 6507, 'billId': 1165, 'date': '2014-01-30T00:00:00'}, {'id': 6175, 'stageId': 8, 'billStageId': 6507, 'billId': 1165, 'date': '2014-02-04T00:00:00'}]",11.0
1165,6692.0,14.0,26.0,Programme motion,PM,Commons,"[{'id': 6270, 'stageId': 14, 'billStageId': 6692, 'billId': 1165, 'date': '2014-03-10T00:00:00'}]",12.0
1165,6693.0,9.0,26.0,Report stage,RS,Commons,"[{'id': 6271, 'stageId': 9, 'billStageId': 6693, 'billId': 1165, 'date': '2014-03-10T00:00:00'}, {'id': 6272, 'stageId': 9, 'billStageId': 6693, 'billId': 1165, 'date': '2014-03-11T00:00:00'}]",13.0
1165,6694.0,10.0,26.0,3rd reading,3R,Commons,"[{'id': 6273, 'stageId': 10, 'billStageId': 6694, 'billId': 1165, 'date': '2014-03-11T00:00:00'}]",14.0
1165,6738.0,13.0,26.0,Consideration of Commons amendments,COCA,Lords,"[{'id': 6269, 'stageId': 13, 'billStageId': 6738, 'billId': 1165, 'date': '2014-05-07T00:00:00'}]",15.0
1165,6808.0,12.0,26.0,Consideration of Lords amendments,COLA,Commons,"[{'id': 6368, 'stageId': 12, 'billStageId': 6808, 'billId': 1165, 'date': '2014-05-12T00:00:00'}]",16.0
1165,6809.0,14.0,26.0,Programme motion,PM,Commons,"[{'id': 6369, 'stageId': 14, 'billStageId': 6809, 'billId': 1165, 'date': '2014-05-12T00:00:00'}]",17.0
1165,6822.0,11.0,26.0,Royal Assent,RA,Unassigned,"[{'id': 6370, 'stageId': 11, 'billStageId': 6822, 'billId': 1165, 'date': '2014-05-14T00:00:00'}]",18.0
1166,5917.0,1.0,26.0,1st reading,1R,Lords,"[{'id': 5550, 'stageId': 1, 'billStageId': 5917, 'billId': 1166, 'date': '2013-05-09T00:00:00'}]",1.0
1166,5940.0,2.0,26.0,2nd reading,2R,Lords,"[{'id': 5552, 'stageId': 2, 'billStageId': 5940, 'billId': 1166, 'date': '2013-05-20T00:00:00'}]",2.0
1166,5946.0,3.0,26.0,Committee stage,CS,Lords,"[{'id': 5551, 'stageId': 3, 'billStageId': 5946, 'billId': 1166, 'date': '2013-06-05T00:00:00'}, {'id': 5622, 'stageId': 3, 'billStageId': 5946, 'billId': 1166, 'date': '2013-06-11T00:00:00'}]",3.0
1166,6002.0,4.0,26.0,Report stage,RS,Lords,"[{'id': 5623, 'stageId': 4, 'billStageId': 6002, 'billId': 1166, 'date': '2013-06-25T00:00:00'}]",4.0
1166,6024.0,5.0,26.0,3rd reading,3R,Lords,"[{'id': 5624, 'stageId': 5, 'billStageId': 6024, 'billId': 1166, 'date': '2013-07-09T00:00:00'}]",5.0
1166,6215.0,6.0,26.0,1st reading,1R,Commons,"[{'id': 5805, 'stageId': 6, 'billStageId': 6215, 'billId': 1166, 'date': '2013-07-09T00:00:00'}]",6.0
1166,6216.0,7.0,26.0,2nd reading,2R,Commons,"[{'id': 5806, 'stageId': 7, 'billStageId': 6216, 'billId': 1166, 'date': '2013-11-11T00:00:00'}]",7.0
1166,6400.0,14.0,26.0,Programme motion,PM,Commons,"[{'id': 5987, 'stageId': 14, 'billStageId': 6400, 'billId': 1166, 'date': '2013-11-11T00:00:00'}]",8.0
1166,6401.0,15.0,26.0,Money resolution,MR,Commons,"[{'id': 5988, 'stageId': 15, 'billStageId': 6401, 'billId': 1166, 'date': '2013-11-11T00:00:00'}]",9.0
1166,6402.0,8.0,26.0,Committee stage,CS,Commons,"[{'id': 5989, 'stageId': 8, 'billStageId': 6402, 'billId': 1166, 'date': '2013-11-26T00:00:00'}, {'id': 5990, 'stageId': 8, 'billStageId': 6402, 'billId': 1166, 'date': '2013-11-28T00:00:00'}, {'id': 5991, 'stageId': 8, 'billStageId': 6402, 'billId': 1166, 'date': '2013-12-03T00:00:00'}]",10.0
1166,6467.0,9.0,26.0,Report stage,RS,Commons,"[{'id': 6099, 'stageId': 9, 'billStageId': 6467, 'billId': 1166, 'date': '2014-01-14T00:00:00'}]",11.0
1166,6534.0,10.0,26.0,3rd reading,3R,Commons,"[{'id': 6098, 'stageId': 10, 'billStageId': 6534, 'billId': 1166, 'date': '2014-01-14T00:00:00'}]",12.0
1166,6661.0,13.0,26.0,Consideration of Commons amendments,COCA,Lords,"[{'id': 6176, 'stageId': 13, 'billStageId': 6661, 'billId': 1166, 'date': '2014-03-11T00:00:00'}]",13.0
1166,6721.0,11.0,26.0,Royal Assent,RA,Unassigned,"[{'id': 6274, 'stageId': 11, 'billStageId': 6721, 'billId': 1166, 'date': '2014-03-13T00:00:00'}]",14.0
1168,5918.0,1.0,26.0,1st reading,1R,Lords,"[{'id': 5555, 'stageId': 1, 'billStageId': 5918, 'billId': 1168, 'date': '2013-05-09T00:00:00'}]",1.0
1168,5941.0,2.0,26.0,2nd reading,2R,Lords,"[{'id': 5553, 'stageId': 2, 'billStageId': 5941, 'billId': 1168, 'date': '2013-05-20T00:00:00'}]",2.0
1168,5947.0,3.0,26.0,Committee stage,CS,Lords,"[{'id': 5554, 'stageId': 3, 'billStageId': 5947, 'billId': 1168, 'date': '2013-06-05T00:00:00'}, {'id': 5625, 'stageId': 3, 'billStageId': 5947, 'billId': 1168, 'date': '2013-06-10T00:00:00'}]",3.0
1168,6173.0,4.0,26.0,Report stage,RS,Lords,"[{'id': 5673, 'stageId': 4, 'billStageId': 6173, 'billId': 1168, 'date': '2013-07-17T00:00:00'}]",4.0
1168,6204.0,5.0,26.0,3rd reading,3R,Lords,"[{'id': 5807, 'stageId': 5, 'billStageId': 6204, 'billId': 1168, 'date': '2013-07-22T00:00:00'}]",5.0
1168,6278.0,6.0,26.0,1st reading,1R,Commons,"[{'id': 5887, 'stageId': 6, 'billStageId': 6278, 'billId': 1168, 'date': '2013-08-29T00:00:00'}]",6.0
1168,6279.0,7.0,26.0,2nd reading,2R,Commons,"[{'id': 5888, 'stageId': 7, 'billStageId': 6279, 'billId': 1168, 'date': '2013-12-02T00:00:00'}]",7.0
1168,6457.0,14.0,26.0,Programme motion,PM,Commons,"[{'id': 5992, 'stageId': 14, 'billStageId': 6457, 'billId': 1168, 'date': '2013-12-02T00:00:00'}]",8.0
1168,6458.0,15.0,26.0,Money resolution,MR,Commons,"[{'id': 5993, 'stageId': 15, 'billStageId': 6458, 'billId': 1168, 'date': '2013-12-02T00:00:00'}]",9.0
1168,6459.0,36.0,26.0,Ways and Means resolution,WAMR,Commons,"[{'id': 5994, 'stageId': 36, 'billStageId': 6459, 'billId': 1168, 'date': '2013-12-02T00:00:00'}]",10.0
1168,6460.0,8.0,26.0,Committee stage,CS,Commons,"[{'id': 6100, 'stageId': 8, 'billStageId': 6460, 'billId': 1168, 'date': '2013-12-10T00:00:00'}, {'id': 6101, 'stageId': 8, 'billStageId': 6460, 'billId': 1168, 'date': '2013-12-12T00:00:00'}]",11.0
1168,6491.0,9.0,26.0,Report stage,RS,Commons,"[{'id': 6102, 'stageId': 9, 'billStageId': 6491, 'billId': 1168, 'date': '2014-01-07T00:00:00'}]",12.0
1168,6520.0,10.0,26.0,3rd reading,3R,Commons,"[{'id': 6103, 'stageId': 10, 'billStageId': 6520, 'billId': 1168, 'date': '2014-01-07T00:00:00'}]",13.0
1168,6599.0,11.0,26.0,Royal Assent,RA,Unassigned,"[{'id': 6177, 'stageId': 11, 'billStageId': 6599, 'billId': 1168, 'date': '2014-01-30T00:00:00'}]",14.0
1170,5919.0,1.0,26.0,1st reading,1R,Lords,"[{'id': 5556, 'stageId': 1, 'billStageId': 5919, 'billId': 1170, 'date': '2013-05-09T00:00:00'}]",1.0
1170,5944.0,2.0,26.0,2nd reading,2R,Lords,"[{'id': 5557, 'stageId': 2, 'billStageId': 5944, 'billId': 1170, 'date': '2013-05-22T00:00:00'}]",2.0
1170,5993.0,3.0,26.0,Committee stage,CS,Lords,"[{'id': 5626, 'stageId': 3, 'billStageId': 5993, 'billId': 1170, 'date': '2013-06-17T00:00:00'}, {'id': 5627, 'stageId': 3, 'billStageId': 5993, 'billId': 1170, 'date': '2013-06-19T00:00:00'}, {'id': 5628, 'stageId': 3, 'billStageId': 5993, 'billId': 1170, 'date': '2013-06-24T00:00:00'}, {'id': 5629, 'stageId': 3, 'billStageId': 5993, 'billId': 1170, 'date': '2013-06-26T00:00:00'}]",3.0
1170,6171.0,4.0,26.0,Report stage,RS,Lords,"[{'id': 5808, 'stageId': 4, 'billStageId': 6171, 'billId': 1170, 'date': '2013-07-15T00:00:00'}, {'id': 5809, 'stageId': 4, 'billStageId': 6171, 'billId': 1170, 'date': '2013-07-17T00:00:00'}]",4.0
1170,6209.0,5.0,26.0,3rd reading,3R,Lords,"[{'id': 5810, 'stageId': 5, 'billStageId': 6209, 'billId': 1170, 'date': '2013-07-24T00:00:00'}]",5.0
1170,6280.0,6.0,26.0,1st reading,1R,Commons,"[{'id': 5889, 'stageId': 6, 'billStageId': 6280, 'billId': 1170, 'date': '2013-08-29T00:00:00'}]",6.0
1170,6281.0,7.0,26.0,2nd reading,2R,Commons,"[{'id': 5890, 'stageId': 7, 'billStageId': 6281, 'billId': 1170, 'date': '2013-10-28T00:00:00'}]",7.0
1170,6361.0,14.0,26.0,Programme motion,PM,Commons,"[{'id': 5891, 'stageId': 14, 'billStageId': 6361, 'billId': 1170, 'date': '2013-10-28T00:00:00'}]",8.0
1170,6362.0,15.0,26.0,Money resolution,MR,Commons,"[{'id': 5892, 'stageId': 15, 'billStageId': 6362, 'billId': 1170, 'date': '2013-10-28T00:00:00'}]",9.0
1170,6363.0,36.0,26.0,Ways and Means resolution,WAMR,Commons,"[{'id': 5893, 'stageId': 36, 'billStageId': 6363, 'billId': 1170, 'date': '2013-10-28T00:00:00'}]",10.0
