BillID,id,stageId,sessionId,description,abbreviation,house,stageSittings,sortOrder
26,137.0,6.0,20.0,1st reading,1R,Commons,"[{'id': 1, 'stageId': 6, 'billStageId': 137, 'billId': 26, 'date': '2007-02-06T00:00:00'}]",1.0
26,12944.0,7.0,20.0,2nd reading,2R,Commons,[],2.0
27,139.0,6.0,20.0,1st reading,1R,Commons,"[{'id': 2, 'stageId': 6, 'billStageId': 139, 'billId': 27, 'date': '2007-01-24T00:00:00'}]",1.0
27,12945.0,7.0,20.0,2nd reading,2R,Commons,[],2.0
28,141.0,6.0,20.0,1st reading,1R,Commons,"[{'id': 3, 'stageId': 6, 'billStageId': 141, 'billId': 28, 'date': '2007-01-16T00:00:00'}]",1.0
28,12946.0,7.0,20.0,2nd reading,2R,Commons,[],2.0
29,145.0,1.0,20.0,1st reading,1R,Lords,"[{'id': 4, 'stageId': 1, 'billStageId': 145, 'billId': 29, 'date': '2007-01-29T00:00:00'}]",1.0
29,146.0,2.0,20.0,2nd reading,2R,Lords,"[{'id': 5, 'stageId': 2, 'billStageId': 146, 'billId': 29, 'date': '2007-04-20T00:00:00'}]",2.0
30,147.0,1.0,20.0,1st reading,1R,Lords,"[{'id': 6, 'stageId': 1, 'billStageId': 147, 'billId': 30, 'date': '2006-11-28T00:00:00'}]",1.0
30,12948.0,2.0,20.0,2nd reading,2R,Lords,[],2.0
31,148.0,1.0,20.0,1st reading,1R,Lords,"[{'id': 7, 'stageId': 1, 'billStageId': 148, 'billId': 31, 'date': '2006-11-23T00:00:00'}]",1.0
31,149.0,2.0,20.0,2nd reading,2R,Lords,"[{'id': 8, 'stageId': 2, 'billStageId': 149, 'billId': 31, 'date': '2006-12-15T00:00:00'}]",2.0
31,697.0,24.0,20.0,Order of Commitment discharged,OOCD,Lords,"[{'id': 501, 'stageId': 24, 'billStageId': 697, 'billId': 31, 'date': '2007-01-31T00:00:00'}]",3.0
31,821.0,5.0,20.0,3rd reading,3R,Lords,"[{'id': 601, 'stageId': 5, 'billStageId': 821, 'billId': 31, 'date': '2007-02-20T00:00:00'}]",4.0
31,822.0,6.0,20.0,1st reading,1R,Commons,"[{'id': 602, 'stageId': 6, 'billStageId': 822, 'billId': 31, 'date': '2007-02-27T00:00:00'}]",5.0
31,12949.0,7.0,20.0,2nd reading,2R,Commons,[],6.0
32,151.0,1.0,20.0,1st reading,1R,Lords,"[{'id': 9, 'stageId': 1, 'billStageId': 151, 'billId': 32, 'date': '2006-11-27T00:00:00'}]",1.0
32,152.0,2.0,20.0,2nd reading,2R,Lords,"[{'id': 10, 'stageId': 2, 'billStageId': 152, 'billId': 32, 'date': '2006-12-12T00:00:00'}]",2.0
32,153.0,3.0,20.0,Committee stage,CS,Lords,"[{'id': 11, 'stageId': 3, 'billStageId': 153, 'billId': 32, 'date': '2007-01-08T00:00:00'}]",3.0
32,154.0,4.0,20.0,Report stage,RS,Lords,"[{'id': 12, 'stageId': 4, 'billStageId': 154, 'billId': 32, 'date': '2007-01-29T00:00:00'}]",4.0
32,155.0,5.0,20.0,3rd reading,3R,Lords,"[{'id': 13, 'stageId': 5, 'billStageId': 155, 'billId': 32, 'date': '2007-02-05T00:00:00'}]",5.0
32,698.0,6.0,20.0,1st reading,1R,Commons,"[{'id': 502, 'stageId': 6, 'billStageId': 698, 'billId': 32, 'date': '2007-02-06T00:00:00'}]",6.0
32,699.0,7.0,20.0,2nd reading,2R,Commons,"[{'id': 503, 'stageId': 7, 'billStageId': 699, 'billId': 32, 'date': '2007-05-14T00:00:00'}]",7.0
32,700.0,14.0,20.0,Programme motion,PM,Commons,"[{'id': 504, 'stageId': 14, 'billStageId': 700, 'billId': 32, 'date': '2007-05-14T00:00:00'}]",8.0
32,701.0,15.0,20.0,Money resolution,MR,Commons,"[{'id': 505, 'stageId': 15, 'billStageId': 701, 'billId': 32, 'date': '2007-05-14T00:00:00'}]",9.0
32,702.0,8.0,20.0,Committee stage,CS,Commons,"[{'id': 506, 'stageId': 8, 'billStageId': 702, 'billId': 32, 'date': '2007-06-05T00:00:00'}]",10.0
32,703.0,9.0,20.0,Report stage,RS,Commons,"[{'id': 507, 'stageId': 9, 'billStageId': 703, 'billId': 32, 'date': '2007-06-28T00:00:00'}]",11.0
32,704.0,10.0,20.0,3rd reading,3R,Commons,"[{'id': 508, 'stageId': 10, 'billStageId': 704, 'billId': 32, 'date': '2007-06-28T00:00:00'}]",12.0
32,824.0,13.0,20.0,Consideration of Commons amendments,COCA,Lords,"[{'id': 603, 'stageId': 13, 'billStageId': 824, 'billId': 32, 'date': '2007-07-05T00:00:00'}]",13.0
32,825.0,11.0,20.0,Royal Assent,RA,Unassigned,"[{'id': 604, 'stageId': 11, 'billStageId': 825, 'billId': 32, 'date': '2007-07-19T00:00:00'}]",14.0
33,158.0,1.0,20.0,1st reading,1R,Lords,"[{'id': 14, 'stageId': 1, 'billStageId': 158, 'billId': 33, 'date': '2006-11-16T00:00:00'}]",1.0
33,159.0,2.0,20.0,2nd reading,2R,Lords,"[{'id': 15, 'stageId': 2, 'billStageId': 159, 'billId': 33, 'date': '2006-12-04T00:00:00'}]",2.0
33,160.0,3.0,20.0,Committee stage,CS,Lords,"[{'id': 16, 'stageId': 3, 'billStageId': 160, 'billId': 33, 'date': '2006-12-18T00:00:00'}, {'id': 17, 'stageId': 3, 'billStageId': 160, 'billId': 33, 'date': '2007-01-09T00:00:00'}, {'id': 18, 'stageId': 3, 'billStageId': 160, 'billId': 33, 'date': '2007-01-10T00:00:00'}]",3.0
33,161.0,4.0,20.0,Report stage,RS,Lords,"[{'id': 19, 'stageId': 4, 'billStageId': 161, 'billId': 33, 'date': '2007-01-30T00:00:00'}]",4.0
33,162.0,5.0,20.0,3rd reading,3R,Lords,"[{'id': 20, 'stageId': 5, 'billStageId': 162, 'billId': 33, 'date': '2007-02-06T00:00:00'}]",5.0
33,705.0,6.0,20.0,1st reading,1R,Commons,"[{'id': 509, 'stageId': 6, 'billStageId': 705, 'billId': 33, 'date': '2007-02-07T00:00:00'}]",6.0
33,706.0,7.0,20.0,2nd reading,2R,Commons,"[{'id': 510, 'stageId': 7, 'billStageId': 706, 'billId': 33, 'date': '2007-03-19T00:00:00'}]",7.0
33,707.0,14.0,20.0,Programme motion,PM,Commons,"[{'id': 511, 'stageId': 14, 'billStageId': 707, 'billId': 33, 'date': '2007-03-19T00:00:00'}]",8.0
33,708.0,15.0,20.0,Money resolution,MR,Commons,"[{'id': 512, 'stageId': 15, 'billStageId': 708, 'billId': 33, 'date': '2007-03-19T00:00:00'}]",9.0
33,709.0,8.0,20.0,Committee stage,CS,Commons,"[{'id': 513, 'stageId': 8, 'billStageId': 709, 'billId': 33, 'date': '2007-04-17T00:00:00'}, {'id': 514, 'stageId': 8, 'billStageId': 709, 'billId': 33, 'date': '2007-04-19T00:00:00'}, {'id': 515, 'stageId': 8, 'billStageId': 709, 'billId': 33, 'date': '2007-04-24T00:00:00'}]",10.0
33,710.0,9.0,20.0,Report stage,RS,Commons,"[{'id': 516, 'stageId': 9, 'billStageId': 710, 'billId': 33, 'date': '2007-07-05T00:00:00'}]",11.0
33,711.0,10.0,20.0,3rd reading,3R,Commons,"[{'id': 517, 'stageId': 10, 'billStageId': 711, 'billId': 33, 'date': '2007-07-05T00:00:00'}]",12.0
33,916.0,13.0,20.0,Consideration of Commons amendments,COCA,Lords,"[{'id': 701, 'stageId': 13, 'billStageId': 916, 'billId': 33, 'date': '2007-07-18T00:00:00'}]",13.0
33,917.0,11.0,20.0,Royal Assent,RA,Unassigned,"[{'id': 702, 'stageId': 11, 'billStageId': 917, 'billId': 33, 'date': '2007-07-19T00:00:00'}]",14.0
34,165.0,1.0,20.0,1st reading,1R,Lords,"[{'id': 21, 'stageId': 1, 'billStageId': 165, 'billId': 34, 'date': '2006-11-29T00:00:00'}]",1.0
34,166.0,2.0,20.0,2nd reading,2R,Lords,"[{'id': 22, 'stageId': 2, 'billStageId': 166, 'billId': 34, 'date': '2007-03-16T00:00:00'}]",2.0
34,910.0,24.0,20.0,Order of Commitment discharged,OOCD,Lords,"[{'id': 703, 'stageId': 24, 'billStageId': 910, 'billId': 34, 'date': '2007-04-18T00:00:00'}]",3.0
34,911.0,5.0,20.0,3rd reading,3R,Lords,"[{'id': 704, 'stageId': 5, 'billStageId': 911, 'billId': 34, 'date': '2007-06-13T00:00:00'}]",4.0
34,912.0,6.0,20.0,1st reading,1R,Commons,"[{'id': 705, 'stageId': 6, 'billStageId': 912, 'billId': 34, 'date': '2007-06-15T00:00:00'}]",5.0
34,12952.0,7.0,20.0,2nd reading,2R,Commons,[],6.0
35,168.0,1.0,20.0,1st reading,1R,Lords,"[{'id': 23, 'stageId': 1, 'billStageId': 168, 'billId': 35, 'date': '2006-12-13T00:00:00'}]",1.0
35,169.0,2.0,20.0,2nd reading,2R,Lords,"[{'id': 24, 'stageId': 2, 'billStageId': 169, 'billId': 35, 'date': '2007-02-23T00:00:00'}]",2.0
35,170.0,3.0,20.0,Committee stage,CS,Lords,"[{'id': 25, 'stageId': 3, 'billStageId': 170, 'billId': 35, 'date': '2007-03-22T00:00:00'}]",3.0
36,171.0,1.0,20.0,1st reading,1R,Lords,"[{'id': 26, 'stageId': 1, 'billStageId': 171, 'billId': 36, 'date': '2006-11-27T00:00:00'}]",1.0
36,172.0,2.0,20.0,2nd reading,2R,Lords,"[{'id': 27, 'stageId': 2, 'billStageId': 172, 'billId': 36, 'date': '2006-12-15T00:00:00'}]",2.0
36,173.0,3.0,20.0,Committee stage,CS,Lords,"[{'id': 28, 'stageId': 3, 'billStageId': 173, 'billId': 36, 'date': '2007-03-22T00:00:00'}]",3.0
36,174.0,4.0,20.0,Report stage,RS,Lords,"[{'id': 29, 'stageId': 4, 'billStageId': 174, 'billId': 36, 'date': '2007-04-17T00:00:00'}]",4.0
36,175.0,5.0,20.0,3rd reading,3R,Lords,"[{'id': 30, 'stageId': 5, 'billStageId': 175, 'billId': 36, 'date': '2007-04-24T00:00:00'}]",5.0
36,356.0,6.0,20.0,1st reading,1R,Commons,"[{'id': 201, 'stageId': 6, 'billStageId': 356, 'billId': 36, 'date': '2007-04-24T00:00:00'}]",6.0
36,12954.0,7.0,20.0,2nd reading,2R,Commons,[],7.0
37,176.0,1.0,20.0,1st reading,1R,Lords,"[{'id': 31, 'stageId': 1, 'billStageId': 176, 'billId': 37, 'date': '2006-11-20T00:00:00'}]",1.0
37,177.0,2.0,20.0,2nd reading,2R,Lords,"[{'id': 32, 'stageId': 2, 'billStageId': 177, 'billId': 37, 'date': '2007-06-08T00:00:00'}]",2.0
38,178.0,1.0,20.0,1st reading,1R,Lords,"[{'id': 33, 'stageId': 1, 'billStageId': 178, 'billId': 38, 'date': '2006-11-28T00:00:00'}]",1.0
38,179.0,2.0,20.0,2nd reading,2R,Lords,"[{'id': 34, 'stageId': 2, 'billStageId': 179, 'billId': 38, 'date': '2006-12-15T00:00:00'}]",2.0
38,180.0,3.0,20.0,Committee stage,CS,Lords,"[{'id': 35, 'stageId': 3, 'billStageId': 180, 'billId': 38, 'date': '2007-03-01T00:00:00'}]",3.0
38,181.0,4.0,20.0,Report stage,RS,Lords,"[{'id': 36, 'stageId': 4, 'billStageId': 181, 'billId': 38, 'date': '2007-03-19T00:00:00'}]",4.0
38,182.0,5.0,20.0,3rd reading,3R,Lords,"[{'id': 37, 'stageId': 5, 'billStageId': 182, 'billId': 38, 'date': '2007-03-27T00:00:00'}]",5.0
38,419.0,6.0,20.0,1st reading,1R,Commons,"[{'id': 202, 'stageId': 6, 'billStageId': 419, 'billId': 38, 'date': '2007-07-17T00:00:00'}]",6.0
38,12956.0,7.0,20.0,2nd reading,2R,Commons,[],7.0
39,183.0,1.0,20.0,1st reading,1R,Lords,"[{'id': 38, 'stageId': 1, 'billStageId': 183, 'billId': 39, 'date': '2006-11-16T00:00:00'}]",1.0
39,184.0,2.0,20.0,2nd reading,2R,Lords,"[{'id': 39, 'stageId': 2, 'billStageId': 184, 'billId': 39, 'date': '2007-01-26T00:00:00'}]",2.0
39,185.0,3.0,20.0,Committee stage,CS,Lords,"[{'id': 40, 'stageId': 3, 'billStageId': 185, 'billId': 39, 'date': '2007-05-10T00:00:00'}]",3.0
39,186.0,4.0,20.0,Report stage,RS,Lords,"[{'id': 41, 'stageId': 4, 'billStageId': 186, 'billId': 39, 'date': '2007-06-13T00:00:00'}]",4.0
39,187.0,5.0,20.0,3rd reading,3R,Lords,"[{'id': 42, 'stageId': 5, 'billStageId': 187, 'billId': 39, 'date': '2007-06-21T00:00:00'}]",5.0
39,424.0,6.0,20.0,1st reading,1R,Commons,"[{'id': 203, 'stageId': 6, 'billStageId': 424, 'billId': 39, 'date': '2007-06-21T00:00:00'}]",6.0
39,425.0,7.0,20.0,2nd reading,2R,Commons,"[{'id': 204, 'stageId': 7, 'billStageId': 425, 'billId': 39, 'date': '2007-07-10T00:00:00'}]",7.0
39,426.0,14.0,20.0,Programme motion,PM,Commons,"[{'id': 205, 'stageId': 14, 'billStageId': 426, 'billId': 39, 'date': '2007-07-10T00:00:00'}]",8.0
39,427.0,8.0,20.0,Committee stage,CS,Commons,"[{'id': 206, 'stageId': 8, 'billStageId': 427, 'billId': 39, 'date': '2007-07-17T00:00:00'}]",9.0
39,428.0,9.0,20.0,Report stage,RS,Commons,"[{'id': 207, 'stageId': 9, 'billStageId': 428, 'billId': 39, 'date': '2007-07-23T00:00:00'}]",10.0
39,429.0,10.0,20.0,3rd reading,3R,Commons,"[{'id': 208, 'stageId': 10, 'billStageId': 429, 'billId': 39, 'date': '2007-07-23T00:00:00'}]",11.0
39,430.0,11.0,20.0,Royal Assent,RA,Unassigned,"[{'id': 209, 'stageId': 11, 'billStageId': 430, 'billId': 39, 'date': '2007-07-26T00:00:00'}]",12.0
40,189.0,1.0,20.0,1st reading,1R,Lords,"[{'id': 43, 'stageId': 1, 'billStageId': 189, 'billId': 40, 'date': '2006-11-20T00:00:00'}]",1.0
40,190.0,2.0,20.0,2nd reading,2R,Lords,"[{'id': 44, 'stageId': 2, 'billStageId': 190, 'billId': 40, 'date': '2006-12-13T00:00:00'}]",2.0
40,191.0,3.0,20.0,Committee stage,CS,Lords,"[{'id': 45, 'stageId': 3, 'billStageId': 191, 'billId': 40, 'date': '2007-01-23T00:00:00'}, {'id': 46, 'stageId': 3, 'billStageId': 191, 'billId': 40, 'date': '2007-01-25T00:00:00'}]",3.0
40,192.0,4.0,20.0,Report stage,RS,Lords,"[{'id': 47, 'stageId': 4, 'billStageId': 192, 'billId': 40, 'date': '2007-02-27T00:00:00'}]",4.0
40,193.0,5.0,20.0,3rd reading,3R,Lords,"[{'id': 48, 'stageId': 5, 'billStageId': 193, 'billId': 40, 'date': '2007-03-06T00:00:00'}]",5.0
40,477.0,6.0,20.0,1st reading,1R,Commons,"[{'id': 301, 'stageId': 6, 'billStageId': 477, 'billId': 40, 'date': '2007-03-07T00:00:00'}]",6.0
40,478.0,7.0,20.0,2nd reading,2R,Commons,"[{'id': 302, 'stageId': 7, 'billStageId': 478, 'billId': 40, 'date': '2007-05-21T00:00:00'}]",7.0
40,479.0,14.0,20.0,Programme motion,PM,Commons,"[{'id': 303, 'stageId': 14, 'billStageId': 479, 'billId': 40, 'date': '2007-05-21T00:00:00'}]",8.0
40,480.0,15.0,20.0,Money resolution,MR,Commons,"[{'id': 304, 'stageId': 15, 'billStageId': 480, 'billId': 40, 'date': '2007-05-21T00:00:00'}]",9.0
40,481.0,8.0,20.0,Committee stage,CS,Commons,"[{'id': 305, 'stageId': 8, 'billStageId': 481, 'billId': 40, 'date': '2007-06-12T00:00:00'}, {'id': 306, 'stageId': 8, 'billStageId': 481, 'billId': 40, 'date': '2007-06-14T00:00:00'}]",10.0
40,482.0,9.0,20.0,Report stage,RS,Commons,"[{'id': 307, 'stageId': 9, 'billStageId': 482, 'billId': 40, 'date': '2007-07-12T00:00:00'}]",11.0
40,935.0,10.0,20.0,3rd reading,3R,Commons,"[{'id': 801, 'stageId': 10, 'billStageId': 935, 'billId': 40, 'date': '2007-07-12T00:00:00'}]",12.0
40,936.0,13.0,20.0,Consideration of Commons amendments,COCA,Lords,"[{'id': 802, 'stageId': 13, 'billStageId': 936, 'billId': 40, 'date': '2007-07-25T00:00:00'}]",13.0
40,937.0,12.0,20.0,Consideration of Lords amendments,COLA,Commons,"[{'id': 803, 'stageId': 12, 'billStageId': 937, 'billId': 40, 'date': '2007-10-11T00:00:00'}]",14.0
40,938.0,13.0,20.0,Consideration of Commons amendments,COCA,Lords,"[{'id': 804, 'stageId': 13, 'billStageId': 938, 'billId': 40, 'date': '2007-10-18T00:00:00'}]",15.0
40,969.0,11.0,20.0,Royal Assent,RA,Unassigned,"[{'id': 805, 'stageId': 11, 'billStageId': 969, 'billId': 40, 'date': '2007-10-23T00:00:00'}]",16.0
41,195.0,1.0,20.0,1st reading,1R,Lords,"[{'id': 49, 'stageId': 1, 'billStageId': 195, 'billId': 41, 'date': '2006-12-11T00:00:00'}]",1.0
41,196.0,2.0,20.0,2nd reading,2R,Lords,"[{'id': 50, 'stageId': 2, 'billStageId': 196, 'billId': 41, 'date': '2007-01-26T00:00:00'}]",2.0
41,777.0,24.0,20.0,Order of Commitment discharged,OOCD,Lords,"[{'id': 518, 'stageId': 24, 'billStageId': 777, 'billId': 41, 'date': '2007-02-19T00:00:00'}]",3.0
41,778.0,5.0,20.0,3rd reading,3R,Lords,"[{'id': 519, 'stageId': 5, 'billStageId': 778, 'billId': 41, 'date': '2007-03-13T00:00:00'}]",4.0
41,779.0,6.0,20.0,1st reading,1R,Commons,"[{'id': 520, 'stageId': 6, 'billStageId': 779, 'billId': 41, 'date': '2007-03-15T00:00:00'}]",5.0
41,780.0,7.0,20.0,2nd reading,2R,Commons,"[{'id': 521, 'stageId': 7, 'billStageId': 780, 'billId': 41, 'date': '2007-06-29T00:00:00'}]",6.0
42,198.0,1.0,20.0,1st reading,1R,Lords,"[{'id': 51, 'stageId': 1, 'billStageId': 198, 'billId': 42, 'date': '2007-03-14T00:00:00'}]",1.0
42,199.0,2.0,20.0,2nd reading,2R,Lords,"[{'id': 52, 'stageId': 2, 'billStageId': 199, 'billId': 42, 'date': '2007-07-20T00:00:00'}]",2.0
43,200.0,1.0,20.0,1st reading,1R,Lords,"[{'id': 53, 'stageId': 1, 'billStageId': 200, 'billId': 43, 'date': '2007-03-14T00:00:00'}]",1.0
43,201.0,2.0,20.0,2nd reading,2R,Lords,"[{'id': 54, 'stageId': 2, 'billStageId': 201, 'billId': 43, 'date': '2007-05-18T00:00:00'}]",2.0
44,202.0,1.0,20.0,1st reading,1R,Lords,"[{'id': 55, 'stageId': 1, 'billStageId': 202, 'billId': 44, 'date': '2006-11-23T00:00:00'}]",1.0
44,203.0,2.0,20.0,2nd reading,2R,Lords,"[{'id': 56, 'stageId': 2, 'billStageId': 203, 'billId': 44, 'date': '2007-03-16T00:00:00'}]",2.0
45,204.0,1.0,20.0,1st reading,1R,Lords,"[{'id': 57, 'stageId': 1, 'billStageId': 204, 'billId': 45, 'date': '2007-04-18T00:00:00'}]",1.0
45,205.0,2.0,20.0,2nd reading,2R,Lords,"[{'id': 58, 'stageId': 2, 'billStageId': 205, 'billId': 45, 'date': '2007-05-01T00:00:00'}]",2.0
45,781.0,24.0,20.0,Order of Commitment discharged,OOCD,Lords,"[{'id': 605, 'stageId': 24, 'billStageId': 781, 'billId': 45, 'date': '2007-05-15T00:00:00'}]",3.0
45,782.0,5.0,20.0,3rd reading,3R,Lords,"[{'id': 606, 'stageId': 5, 'billStageId': 782, 'billId': 45, 'date': '2007-05-22T00:00:00'}]",4.0
45,783.0,6.0,20.0,1st reading,1R,Commons,"[{'id': 607, 'stageId': 6, 'billStageId': 783, 'billId': 45, 'date': '2007-05-22T00:00:00'}]",5.0
45,784.0,7.0,20.0,2nd reading,2R,Commons,"[{'id': 608, 'stageId': 7, 'billStageId': 784, 'billId': 45, 'date': '2007-06-13T00:00:00'}]",6.0
45,785.0,8.0,20.0,Committee stage,CS,Commons,"[{'id': 609, 'stageId': 8, 'billStageId': 785, 'billId': 45, 'date': '2007-06-13T00:00:00'}]",7.0
45,786.0,9.0,20.0,Report stage,RS,Commons,"[{'id': 610, 'stageId': 9, 'billStageId': 786, 'billId': 45, 'date': '2007-06-13T00:00:00'}]",8.0
45,787.0,10.0,20.0,3rd reading,3R,Commons,"[{'id': 611, 'stageId': 10, 'billStageId': 787, 'billId': 45, 'date': '2007-06-13T00:00:00'}]",9.0
45,788.0,11.0,20.0,Royal Assent,RA,Unassigned,"[{'id': 612, 'stageId': 11, 'billStageId': 788, 'billId': 45, 'date': '2007-06-18T00:00:00'}]",10.0
46,208.0,1.0,20.0,1st reading,1R,Lords,"[{'id': 59, 'stageId': 1, 'billStageId': 208, 'billId': 46, 'date': '2007-02-01T00:00:00'}]",1.0
46,12964.0,2.0,20.0,2nd reading,2R,Lords,[],2.0
47,209.0,1.0,20.0,1st reading,1R,Lords,"[{'id': 60, 'stageId': 1, 'billStageId': 209, 'billId': 47, 'date': '2006-11-23T00:00:00'}]",1.0
47,210.0,2.0,20.0,2nd reading,2R,Lords,"[{'id': 61, 'stageId': 2, 'billStageId': 210, 'billId': 47, 'date': '2006-12-06T00:00:00'}]",2.0
47,211.0,3.0,20.0,Committee stage,CS,Lords,"[{'id': 62, 'stageId': 3, 'billStageId': 211, 'billId': 47, 'date': '2007-01-09T00:00:00'}, {'id': 63, 'stageId': 3, 'billStageId': 211, 'billId': 47, 'date': '2007-01-22T00:00:00'}, {'id': 64, 'stageId': 3, 'billStageId': 211, 'billId': 47, 'date': '2007-01-23T00:00:00'}, {'id': 65, 'stageId': 3, 'billStageId': 211, 'billId': 47, 'date': '2007-02-06T00:00:00'}, {'id': 66, 'stageId': 3, 'billStageId': 211, 'billId': 47, 'date': '2007-02-21T00:00:00'}, {'id': 67, 'stageId': 3, 'billStageId': 211, 'billId': 47, 'date': '2007-03-06T00:00:00'}]",3.0
47,212.0,4.0,20.0,Report stage,RS,Lords,"[{'id': 68, 'stageId': 4, 'billStageId': 212, 'billId': 47, 'date': '2007-04-16T00:00:00'}, {'id': 69, 'stageId': 4, 'billStageId': 212, 'billId': 47, 'date': '2007-04-18T00:00:00'}, {'id': 70, 'stageId': 4, 'billStageId': 212, 'billId': 47, 'date': '2007-05-08T00:00:00'}, {'id': 522, 'stageId': 4, 'billStageId': 212, 'billId': 47, 'date': '2007-05-09T00:00:00'}]",4.0
47,213.0,5.0,20.0,3rd reading,3R,Lords,"[{'id': 71, 'stageId': 5, 'billStageId': 213, 'billId': 47, 'date': '2007-05-15T00:00:00'}]",5.0
47,226.0,6.0,20.0,1st reading,1R,Commons,"[{'id': 72, 'stageId': 6, 'billStageId': 226, 'billId': 47, 'date': '2007-05-16T00:00:00'}]",6.0
47,227.0,7.0,20.0,2nd reading,2R,Commons,"[{'id': 73, 'stageId': 7, 'billStageId': 227, 'billId': 47, 'date': '2007-06-04T00:00:00'}]",7.0
47,228.0,14.0,20.0,Programme motion,PM,Commons,"[{'id': 74, 'stageId': 14, 'billStageId': 228, 'billId': 47, 'date': '2007-06-04T00:00:00'}]",8.0
47,229.0,15.0,20.0,Money resolution,MR,Commons,"[{'id': 75, 'stageId': 15, 'billStageId': 229, 'billId': 47, 'date': '2007-06-04T00:00:00'}]",9.0
47,232.0,8.0,20.0,Committee stage,CS,Commons,"[{'id': 76, 'stageId': 8, 'billStageId': 232, 'billId': 47, 'date': '2007-06-12T00:00:00'}, {'id': 77, 'stageId': 8, 'billStageId': 232, 'billId': 47, 'date': '2007-06-14T00:00:00'}, {'id': 78, 'stageId': 8, 'billStageId': 232, 'billId': 47, 'date': '2007-06-19T00:00:00'}, {'id': 79, 'stageId': 8, 'billStageId': 232, 'billId': 47, 'date': '2007-06-21T00:00:00'}, {'id': 80, 'stageId': 8, 'billStageId': 232, 'billId': 47, 'date': '2007-06-26T00:00:00'}]",10.0
47,940.0,9.0,20.0,Report stage,RS,Commons,"[{'id': 808, 'stageId': 9, 'billStageId': 940, 'billId': 47, 'date': '2007-10-15T00:00:00'}]",11.0
47,941.0,10.0,20.0,3rd reading,3R,Commons,"[{'id': 809, 'stageId': 10, 'billStageId': 941, 'billId': 47, 'date': '2007-10-15T00:00:00'}]",12.0
47,942.0,13.0,20.0,Consideration of Commons amendments,COCA,Lords,"[{'id': 810, 'stageId': 13, 'billStageId': 942, 'billId': 47, 'date': '2007-10-17T00:00:00'}]",13.0
47,946.0,12.0,20.0,Consideration of Lords amendments,COLA,Commons,"[{'id': 811, 'stageId': 12, 'billStageId': 946, 'billId': 47, 'date': '2007-10-24T00:00:00'}]",14.0
47,977.0,13.0,20.0,Consideration of Commons amendments,COCA,Lords,"[{'id': 807, 'stageId': 13, 'billStageId': 977, 'billId': 47, 'date': '2007-10-25T00:00:00'}]",15.0
47,982.0,11.0,20.0,Royal Assent,RA,Unassigned,"[{'id': 806, 'stageId': 11, 'billStageId': 982, 'billId': 47, 'date': '2007-10-30T00:00:00'}]",16.0
48,214.0,1.0,20.0,1st reading,1R,Lords,"[{'id': 81, 'stageId': 1, 'billStageId': 214, 'billId': 48, 'date': '2007-04-23T00:00:00'}]",1.0
48,12966.0,2.0,20.0,2nd reading,2R,Lords,[],2.0
49,215.0,1.0,20.0,1st reading,1R,Lords,"[{'id': 82, 'stageId': 1, 'billStageId': 215, 'billId': 49, 'date': '2006-11-16T00:00:00'}]",1.0
49,216.0,2.0,20.0,2nd reading,2R,Lords,"[{'id': 83, 'stageId': 2, 'billStageId': 216, 'billId': 49, 'date': '2006-11-28T00:00:00'}]",2.0
49,217.0,3.0,20.0,Committee stage,CS,Lords,"[{'id': 84, 'stageId': 3, 'billStageId': 217, 'billId': 49, 'date': '2007-01-08T00:00:00'}, {'id': 85, 'stageId': 3, 'billStageId': 217, 'billId': 49, 'date': '2007-01-10T00:00:00'}, {'id': 86, 'stageId': 3, 'billStageId': 217, 'billId': 49, 'date': '2007-01-15T00:00:00'}, {'id': 87, 'stageId': 3, 'billStageId': 217, 'billId': 49, 'date': '2007-01-17T00:00:00'}, {'id': 88, 'stageId': 3, 'billStageId': 217, 'billId': 49, 'date': '2007-01-29T00:00:00'}]",3.0
49,218.0,4.0,20.0,Report stage,RS,Lords,"[{'id': 89, 'stageId': 4, 'billStageId': 218, 'billId': 49, 'date': '2007-02-19T00:00:00'}, {'id': 90, 'stageId': 4, 'billStageId': 218, 'billId': 49, 'date': '2007-02-26T00:00:00'}, {'id': 91, 'stageId': 4, 'billStageId': 218, 'billId': 49, 'date': '2007-02-27T00:00:00'}]",4.0
49,219.0,5.0,20.0,3rd reading,3R,Lords,"[{'id': 92, 'stageId': 5, 'billStageId': 219, 'billId': 49, 'date': '2007-03-06T00:00:00'}]",5.0
49,273.0,6.0,20.0,1st reading,1R,Commons,"[{'id': 110, 'stageId': 6, 'billStageId': 273, 'billId': 49, 'date': '2007-03-07T00:00:00'}]",6.0
49,274.0,7.0,20.0,2nd reading,2R,Commons,"[{'id': 111, 'stageId': 7, 'billStageId': 274, 'billId': 49, 'date': '2007-04-16T00:00:00'}]",7.0
49,275.0,14.0,20.0,Programme motion,PM,Commons,"[{'id': 112, 'stageId': 14, 'billStageId': 275, 'billId': 49, 'date': '2007-04-16T00:00:00'}]",8.0
49,276.0,15.0,20.0,Money resolution,MR,Commons,"[{'id': 113, 'stageId': 15, 'billStageId': 276, 'billId': 49, 'date': '2007-04-16T00:00:00'}]",9.0
